,ECFP6_2048,pairfps,pIC50
538,8.338796931494386,7.370930933907343,8.130768280269024
1289,5.8334249748528375,5.573872770815986,5.0
631,7.70050215548484,7.99397711081964,7.1487416512809245
1178,7.636504692916886,7.369898839534041,7.568636235841013
1084,5.265236031527968,5.315373676459185,4.769551078621726
65,7.954151050183017,8.086014185771848,7.744727494896693
1193,6.715068384206139,6.645154792083039,8.301029995663981
809,6.904181112584152,6.939162085437192,6.570247719997592
904,5.389430489562433,4.977264777624898,4.831414134463589
588,9.07525830866295,9.315825016931695,9.51999305704285
361,6.48047667596115,6.765962701133278,6.355561410532162
482,6.915652981864994,6.414033395291247,6.823908740944319
1490,8.860667102018304,8.345158416309529,8.500038134403809
619,8.235901031829362,8.058737168229179,7.853871964321762
111,7.833643709211663,7.98249116954489,7.698970004336019
987,4.38356637805098,4.454293345446041,4.494850021680094
1566,6.246655115334896,5.982407819791543,5.989700043360188
628,7.961955597762082,8.07266501328441,8.236572006437063
1772,6.591166178187056,6.714491496071384,6.980011840408714
1492,8.612162547085306,8.671418328794624,8.899974269892137
415,8.085542851299596,8.382093953654305,7.896196279044043
1322,4.7785534081494285,5.1551749764014705,5.0
839,5.114856367134708,5.402734907254999,5.0
1179,7.49987294652029,7.93290804248506,8.096910013008056
843,5.201774282541023,5.048887714370229,5.0
1023,5.247730326876426,4.777516443793796,4.769551078621726
270,7.95218796317935,8.329788401719043,8.244125144327509
1310,6.6217417333047734,5.545513227709335,5.6020599913279625
398,4.529153666871865,5.272197462528796,5.0
1078,5.299607237736526,4.59838394914414,4.769551078621726
583,5.431824662149308,6.106764582138232,6.399996913372259
506,8.475116794778144,8.395360167342426,8.823908740944319
813,6.716038290384634,6.740557565323484,7.236572006437063
1565,5.675641896603433,5.527764620547182,5.735182176990463
1613,5.234823655102519,5.971472041889478,5.777283528852417
203,8.6435401860782,8.886046904820985,9.522878745280336
1305,5.7754491364816385,5.571599948665294,5.0
1047,8.868667041595561,9.040621394874258,9.110026361596004
1779,7.213976242720598,6.9414336400338215,7.029978734171634
824,5.021626770789004,5.709134220739179,6.903089986991944
1450,5.947787037748593,5.64723054953854,5.0
351,6.207833051408863,6.010701533667601,6.476253533188435
239,5.357724054233549,5.391026363763259,5.499999678657065
952,4.5274771079965195,4.425205448688444,5.114638779968488
1837,5.282231579028541,5.392675736936256,5.142667503568732
782,9.086957325738453,8.968988445211211,9.522878745280336
1827,5.136172296500247,5.381234689140144,5.619788758288394
212,8.523334089478048,8.990233391689824,9.045757490560677
651,7.570110747152055,7.691689828764849,8.468521082957745
1389,5.100841627813636,5.584293143396737,5.0
759,8.968124200578002,8.889644663643608,9.221848749616356
382,7.080233614944983,7.258605318174879,7.371611069949688
275,7.8238386180662705,7.549043427155893,6.812479279163537
1758,6.241342385551204,6.284662986250309,5.0
1395,5.677113231847837,5.247866060650539,6.6595558851598815
307,5.959650312244281,6.12437547310019,5.301029995663981
1530,7.07024868408952,7.55985233026058,7.522878745280337
613,7.131591425359615,7.471680399462473,5.525492360883025
1427,5.311444783792542,5.337725464662701,6.096910013008056
1090,4.906020267892978,4.90791045091158,4.769551078621726
939,5.338600869600935,5.547320133536066,5.779891911959945
864,6.017904159273974,4.7921313369307255,4.494850021680094
422,7.983891843716359,7.867008839146574,7.67778070526608
1114,5.304151366764114,5.879681568872217,5.0
1765,6.215662104467618,5.9768530777182,5.0
29,6.675368933930237,6.733861537691949,6.346787486224656
109,8.26592432976401,7.9380061539590425,8.431798275933005
1678,6.381608669157657,6.495882617264062,6.096910013008056
557,8.199452345976749,8.724263621463288,8.229147988357855
532,6.420066742517317,6.948214568342331,8.096910013008056
1292,6.3705653928944646,6.096705458036274,6.642065152999546
1746,6.070503333289745,5.549488840869829,5.0
411,7.880465035385025,7.943020966673832,7.366531544420414
701,8.34709241232058,8.892608456794118,7.549750891680639
408,7.364162002787102,7.0640099278541255,8.55284196865778
1316,5.3868175749675515,5.318890306874272,5.0
1784,6.3525236925356,6.9371721006364755,7.489991487059766
218,5.959365743782741,6.225179168135176,6.795880017344075
599,8.209521920940546,8.226749062813488,7.747146969020107
582,7.484060578406226,6.289778392336126,7.700057099977233
485,5.649074005936242,5.643971476842058,7.022276394711152
1428,5.489387834740718,5.492210750968136,6.0
1262,6.9735206512853445,6.754962179564863,7.022276394711152
247,7.690733706135467,7.723662356489649,7.400007822415902
1394,5.575563688514761,6.378765022185772,5.0
1132,6.347590234743909,6.215871283252418,5.698970004336019
1607,5.984097325182637,4.989860917861314,7.096910013008056
1005,4.947699149704362,5.493144961839037,4.494850021680094
1010,6.7152991044214945,6.523981154466247,6.701146923590294
352,6.216146368170162,6.421008032129858,6.468521082957745
494,8.289937709810276,8.215131566982107,8.096910013008056
1187,6.740486110026435,7.504292003733759,6.221848749616356
1683,6.168968845519466,6.438199369850052,6.3979400086720375
1233,7.059641366881353,6.5821785413692195,5.0655015487564325
1839,5.8760434433551865,5.787918111538213,6.503070351926785
1326,6.899635525051759,6.529576634860789,6.82102305270683
1709,7.463151451002402,8.514394571495128,8.397940008672037
907,4.5111626488849295,4.606202415802159,4.494850021680094
1225,5.148112951623945,5.541657509102137,5.337242168318426
479,6.2066141265509165,6.463448738257079,6.657577319177793
1537,6.927021886016411,6.654839070902808,5.872895201635193
344,6.5605073741074325,6.315562028207604,6.543633966870957
1101,5.4772434003728945,5.5434353495762405,5.0
1288,6.0196193878644015,5.562902191387797,5.72584215073632
873,6.56908061326136,5.671117831820721,5.649751981665837
233,4.337486548102937,5.3493694188548915,5.300000202445418
575,8.019999224439081,8.294850119054091,8.199970640755867
1786,6.751544140201934,7.044550638962066,6.779891911959945
196,7.703991328921685,7.824983116506905,7.856985199745905
1580,6.801500632792821,6.853263890064415,7.376750709602099
1675,5.565525889415472,5.856467607839669,6.0
1335,4.956238173424519,5.0975984359192905,5.0
817,7.213950321926914,7.2508615616942516,7.346787486224656
1404,5.052211722671091,5.526961747038632,5.99012436628784
1666,8.047610376494227,8.083028578547406,8.522878745280337
1177,7.418374993784855,7.4206506505579535,8.0
1261,6.811059835846951,6.799052197524229,7.488116639021126
1181,7.649908042774532,7.709758375619484,7.0
867,5.013489892549423,5.108433427787138,4.494850021680094
1113,5.272240743058704,6.439158789740805,5.638272163982407
1576,7.219707829498953,6.946192509284259,8.920818753952375
1252,6.248878577085991,5.711896020033245,5.325138859262188
425,7.693603596148942,7.558017792800701,7.485452247339714
350,6.507462976315444,6.551484299812386,6.730487055782084
70,8.091018842520482,8.108708699612363,8.537602002101044
1612,4.93337017198796,5.358670258082021,5.0
188,7.712617180973034,8.119659032009295,7.795880017344075
1006,5.611344576352218,4.781664600930301,4.494850021680094
135,7.833643709211663,7.98249116954489,7.318758762624412
721,7.099722736388079,7.643365068856143,7.823908740944319
607,7.309991689950072,7.770540455233476,8.065501548756432
1648,6.98833900565287,7.317374750000747,7.102372908709558
1029,8.325551258172974,8.147747423621233,8.830031826003108
231,5.551292249545067,6.262221018611189,5.800000874803203
331,6.930789488048999,7.640879061235519,7.301029995663981
1134,6.533780847283201,7.017005173623798,6.400116927926312
439,8.236424244029479,8.48486685104591,8.292429823902063
1531,7.023676791624565,7.303035873529962,6.471083299722345
679,7.51861477718468,7.555771645601931,8.42021640338319
23,5.295525430579842,5.388231123299247,4.721246399047171
530,7.797929471416147,7.7057683282765055,7.645891560852599
63,7.951594013219568,8.148758086329316,8.853871964321762
1667,8.095473523356581,7.516449119108992,8.522878745280337
1693,6.432822140640822,6.145626193955579,6.886056647693163
173,7.253907401438112,7.839859152929574,7.2716462179787715
1800,6.894509391457038,6.452151417958426,7.040958607678906
429,8.189467683435362,8.728246699281456,8.769551078621726
1245,5.00602479300105,5.976425584003743,5.4110563572599855
1635,7.23152442285734,7.382334083042413,7.397940008672037
366,5.908861443567361,5.684355359639709,9.494850021680094
464,5.695122898170183,5.473656770025929,5.508638306165727
316,6.8054712520653124,6.938103560026549,7.207608310501746
1790,8.004421247626018,7.737812017829697,7.823908740944319
1555,6.681826271459803,6.885100539626731,6.537602002101044
1650,5.001361460618548,4.854284660168149,5.0
905,4.736803890819185,4.849173058976622,5.148130399270234
570,7.9715134608174925,7.423774056961428,8.0
254,7.1660555193852264,7.2220660900372575,6.782516055786093
650,7.997390088074265,8.273661725755849,9.657577319177792
940,5.213676204529957,5.392192049742072,5.774690718274137
1222,6.521320886175965,6.214256118146586,6.795880017344075
115,8.089464033222583,8.213683768639969,7.769551078621726
888,4.95663684003988,5.080625791207032,5.382999658879101
1157,7.203484127091746,7.035000246662858,7.494850021680094
1654,7.67376643626118,8.052828941704021,8.397940008672037
1752,6.989302069088824,6.547958317740099,5.790000026071145
394,4.299005708682345,5.36417471269335,5.0
1676,5.600846765705518,6.169666085150418,6.0
798,8.153713413443858,8.450922928856938,8.744727494896694
324,6.270585101388263,7.26994997183707,5.301029995663981
1684,6.8015269649473264,6.609005482535718,6.698970004336019
365,5.7956114305813875,5.912700157213408,6.343901797987168
678,9.167505540914018,8.928157540190758,8.721246399047171
820,7.952595000772469,8.233096160636867,8.154901959985743
674,8.148262345278884,8.210622652035036,7.292429823902063
1041,8.712927724178904,8.518718610926367,8.289967300934247
1523,7.064128317863307,7.046932693171677,6.85078088734462
720,7.30972721528049,7.698381511809609,8.568636235841012
32,6.0442330498014964,6.4314322018676835,6.267606240177032
