,ECFP6_2048,rdk,pIC50
305,4.090821155835479,3.8819883229943977,4.1249387366083
1283,8.689205893737372,8.607425608011594,9.0
368,5.357982967686976,5.218387129847017,5.096910013008056
479,7.240525885453683,7.114311273360767,8.050609993355087
1537,7.623930243494065,7.59371869846885,8.09151498112135
1674,8.347053078493616,8.271693819105375,8.221848749616356
519,2.434855126954361,2.2850002488065333,2.9281179926938745
1982,4.396769272082621,6.8623238196851215,3.87942606879415
1873,5.40517101980323,5.947695684499916,4.370590400897281
100,6.724854075315519,7.1450854346740105,6.663540266151471
1261,7.652745130433501,7.691568483105168,8.537602002101044
111,3.219776348221526,3.544421332742308,3.0
1822,8.917178842992149,8.687871109639369,8.886056647693163
70,6.056411992024329,6.602165961842141,6.159266765388193
1107,8.814606293227595,8.886838140894076,9.0
1007,8.935553115346663,8.916438429212722,9.0
530,2.8284320041275595,1.825364360276777,3.309803919971486
982,8.676583295443802,8.900101659675553,9.0
361,5.2350869324926395,5.317599502664019,5.1938200260161125
707,6.055200053418919,5.898221706603597,5.721246399047171
56,4.468261535451791,4.503355487018826,4.3979400086720375
818,6.346580000536415,6.216050373473682,6.7447274948966935
1073,8.84001055465707,8.839364676113675,9.0
281,6.144333014547292,6.307139382780558,5.0
1259,7.184591582993385,7.098520992021768,5.764471553092451
1473,7.509215231554531,7.779083470891401,7.568636235841013
1120,8.768714582448194,8.893994925938696,8.920818753952375
1316,8.306325122835952,8.190140094337195,8.142667503568731
618,6.4545327161509185,6.727498612815057,6.958607314841775
1860,4.577079651673819,4.602590686163959,4.642065152999546
1566,8.74908302163906,8.804497269594602,8.2839966563652
211,6.477905401884678,5.8334725201930775,7.080921907623926
1298,8.58029771609627,8.539738618799394,8.337242168318426
1861,4.637601874387359,4.561761064800338,5.481486060122113
1652,7.589683920682548,7.746055001290826,8.657577319177793
1953,5.289169686648842,6.2260785783374635,6.075720713938118
124,6.138126989107595,5.97782148244311,5.301029995663981
422,6.185398487969434,5.9104609395656595,5.795880017344075
1587,8.396090331231141,8.599023521155596,8.327902142064282
1089,8.746150814073662,8.853704166922833,9.0
1144,8.810729577392744,8.926599783003427,9.0
561,3.970610549018245,4.549076339769723,4.522878745280337
865,5.110536340353192,5.225929823920428,5.0
464,7.771739724581774,8.013966051606694,8.119186407719209
29,5.7358739172890925,5.6984579440600385,6.0
1972,4.732887422482528,6.62553105983722,5.899998417198648
471,6.356764820422899,5.9527965109533625,6.886056647693163
942,9.795678186772298,9.280331307903827,9.522878745280336
602,6.805126927689862,7.1661524590813,6.6777807052660805
746,6.0498991126884825,5.6089022720732284,4.853871964321762
350,6.030629385025967,5.86866427878591,8.522878745280337
196,5.741581397491331,6.638037730766897,5.221848749616356
1449,7.416566165339304,7.454028297494332,7.267606240177032
394,5.179061607426509,5.281839393759274,4.920818753952375
1420,8.858600544572896,8.760669270740886,9.0
485,2.0260296759968894,2.934595617465101,3.408935392973501
1317,8.927958476876734,8.652568084170795,9.0
1809,8.699050774129208,8.633491912389017,8.67778070526608
1824,8.95598324395918,8.712790783480921,9.0
1057,8.495412862624509,8.811946426351305,8.522878745280337
607,7.29610563121157,6.264741790113486,5.275724130399211
637,7.841203130702848,7.3895674496675685,7.366531544420414
538,5.068649095572869,3.8179352750643893,3.5228787452803374
745,5.280190873428645,4.404611949324965,4.853871964321762
576,5.239788472349744,6.319982986049217,4.481486060122113
994,9.027820814750115,9.072516993329227,9.0
65,4.692550990569129,5.215149681516872,4.346787486224656
1565,8.586109474192607,8.547372458490859,8.2518119729938
2022,5.64109531867382,5.14789229269609,5.114073660198569
999,8.908322211247697,8.98183342795438,9.0
582,7.2118198897264705,7.616243230018879,7.619788758288394
704,6.537072391211754,6.2883320258049284,6.508638306165727
1210,7.704080669883958,7.914439934318708,8.013228265733755
1599,8.690344674602303,8.353239102285102,8.769551078621726
1102,9.005775677952737,8.89517641773203,9.0
921,8.86089507579179,8.092309118385609,8.522878745280337
414,6.007280549997742,6.062542540211976,6.096910013008056
450,4.919422306660092,5.442391634513576,5.0
889,7.393566643596049,6.742667059559092,7.356547323513812
128,3.0933697851424466,2.8928828473943047,3.0
1820,8.524045370550704,8.675234161155077,7.97061622231479
554,5.346436531123452,5.312953441711004,4.120330794367947
944,9.072959359878908,8.399307839387445,9.522878745280336
298,6.40378710902051,7.054585411387653,7.221848749616356
231,5.218522647356825,5.30343361980617,4.795880017344075
1146,8.918288232051417,8.768663572754791,9.0
1027,8.869091568995026,8.7639471385957,8.744727494896694
861,5.152685163526699,5.177034723917367,5.0
1425,9.082817779725088,8.988557706652237,9.0
307,5.283851041002517,6.9604733669854975,6.7447274948966935
1078,8.84969220315806,8.714479648865227,8.886056647693163
210,5.587770924034005,6.001020068401293,5.823908740944319
344,7.243132629141162,7.184779661949433,7.075720713938118
1336,8.90901568080183,8.802584914415545,8.853871964321762
1100,8.757774851393533,8.883997958673175,9.0
914,8.623014727917008,8.332497757016593,9.522878745280336
1208,8.451227998455508,8.382824524190038,8.468521082957745
433,6.046087240141807,5.802852795363789,5.853871964321762
69,3.0334753078632635,2.8778328190730473,3.0
1125,8.582162567968846,8.574760982283523,8.698970004336019
931,6.54526167534276,6.592217646812336,7.096910013008056
1177,8.204261326648647,8.112192431362242,7.962573502059376
1812,8.62420328259532,8.771409049148664,9.0
973,8.800412423025454,8.937324795170426,9.0
233,6.640227843245454,6.411832318078449,6.920818753952375
275,6.303871508338526,6.484425119522139,5.698970004336019
1641,8.213179598018643,8.169313868245835,9.0
2032,5.670907635437448,5.440143720321763,5.671620396561262
99,5.179648205984129,6.3480740625167025,5.301029995663981
1489,7.97747604014907,8.12462804691118,7.823908740944319
630,6.1365161011153795,4.28629928862943,4.070000019492821
743,3.5240124746649197,3.7673500408712717,3.6989700043360174
1113,8.807886003354811,8.563484123320933,8.318758762624412
247,6.1920798014645015,5.707353067767667,6.443697499232712
316,5.928342287124187,6.5217382127862376,6.0
692,5.700750467374007,6.196755104127938,5.769551078621726
1384,9.061527562563523,8.98191598529085,9.0
1858,5.105517007084625,5.004519138798262,4.632644078973981
1285,8.905841485306192,8.739005935057042,8.568636235841012
1966,4.621861965006295,5.075197313797629,4.499999953328896
1776,8.547654858134203,8.442664804144199,8.292429823902063
1976,6.918592347368378,5.291714682659989,4.0
535,4.243943386602768,5.51712582393391,4.920818753952375
220,5.852107378730211,6.537279985008773,7.0
