,ECFP6_2048,mol2vec,pIC50
305,4.0908211591070085,4.264642525284744,4.1249387366083
1283,8.689205876421811,8.704908002562023,9.0
368,5.357982945669457,5.174952219847186,5.096910013008056
479,7.240525879689916,6.679850306412474,8.050609993355087
1537,7.623930247522732,7.427012051657867,8.09151498112135
1674,8.347053072996305,8.739522795123616,8.221848749616356
519,2.4348551370872307,2.7597459660615486,2.9281179926938745
1982,4.396769215516422,5.514301643325979,3.87942606879415
1873,5.405171030148802,5.780035024953471,4.370590400897281
100,6.7248540800038965,6.263650300084603,6.663540266151471
1261,7.652745104987707,7.653159409762859,8.537602002101044
111,3.219776345983828,3.1479793879283604,3.0
1822,8.917178831663293,8.764998690910012,8.886056647693163
70,6.056411953539102,6.146407043175943,6.159266765388193
1107,8.814606290218368,8.687230299663188,9.0
1007,8.935553114409691,8.913499433398712,9.0
530,2.828431948859786,2.078971499552755,3.309803919971486
982,8.676583293648928,8.907468270441187,9.0
361,5.2350869273513325,5.273999082712344,5.1938200260161125
707,6.055200077759731,6.595765901007434,5.721246399047171
56,4.468261534814293,4.469273643914433,4.3979400086720375
818,6.346580000054714,6.207401952640497,6.7447274948966935
1073,8.840010550619589,8.95849840837516,9.0
281,6.1443330052977485,6.298527698237031,5.0
1259,7.18459159541451,7.169977363476537,5.764471553092451
1473,7.509215229180093,7.748387166838384,7.568636235841013
1120,8.768714575948625,8.879671624313437,8.920818753952375
1316,8.306325234338862,8.609128268283916,8.142667503568731
618,6.454532715433364,5.509720620849807,6.958607314841775
1860,4.577079646771479,4.94398243986091,4.642065152999546
1566,8.749083029157786,8.505577384787813,8.2839966563652
211,6.47790540740343,6.886405513276284,7.080921907623926
1298,8.580297720211371,7.979003930831347,8.337242168318426
1861,4.637601880859228,4.858585255651923,5.481486060122113
1652,7.589683886306234,7.235900636629889,8.657577319177793
1953,5.289169691757825,6.068336101754174,6.075720713938118
124,6.138126995473931,5.171023827247733,5.301029995663981
422,6.185398488416582,5.989880995054959,5.795880017344075
1587,8.39609027306637,8.506715458597679,8.327902142064282
1089,8.746150807693335,9.042108899553899,9.0
1144,8.810729578730674,8.81165429309884,9.0
561,3.970610574991463,4.687961545930832,4.522878745280337
865,5.110536344055509,5.252271985524084,5.0
464,7.771739721169129,8.084619588383907,8.119186407719209
29,5.735873910659718,5.19398808105659,6.0
1972,4.732887400903399,4.881423181654453,5.899998417198648
471,6.356764830835247,5.448842405101983,6.886056647693163
942,9.79567818090473,9.391408431414618,9.522878745280336
602,6.805126883343791,7.1419759738306565,6.6777807052660805
746,6.049899111904077,5.618670038079952,4.853871964321762
350,6.030629395036857,5.467869471149183,8.522878745280337
196,5.741581403471819,5.856717428401411,5.221848749616356
1449,7.416566172166541,7.483404168373873,7.267606240177032
394,5.179061608974714,5.377382683279182,4.920818753952375
1420,8.858600590656481,8.742405319643524,9.0
485,2.02602967135722,2.8821571224293883,3.408935392973501
1317,8.927958473583296,8.694264405470726,9.0
1809,8.699050772516046,8.481239288620438,8.67778070526608
1824,8.95598322870091,8.862850710272873,9.0
1057,8.495412861017194,8.955682329578755,8.522878745280337
607,7.296105751367401,7.5769749031756195,5.275724130399211
637,7.841203135219265,7.426307953375654,7.366531544420414
538,5.068649112513445,3.8898382607900737,3.5228787452803374
745,5.280190892550736,5.115404251047241,4.853871964321762
576,5.239788540305877,6.296136557209986,4.481486060122113
994,9.027820818618874,9.09928577527239,9.0
65,4.69255093391085,4.79800480061964,4.346787486224656
1565,8.586109480966044,8.511405729366919,8.2518119729938
2022,5.641095316059295,5.514539392087489,5.114073660198569
999,8.908322208942707,8.994765818599644,9.0
582,7.211819850603205,7.493146439410625,7.619788758288394
704,6.537072384948052,5.9662404644051135,6.508638306165727
1210,7.704080685171063,7.960893238850848,8.013228265733755
1599,8.690344682132327,8.383056348785637,8.769551078621726
1102,9.005775672044495,8.862914194050767,9.0
921,8.860895091089011,8.255394190298276,8.522878745280337
414,6.007280546142429,5.957136258790278,6.096910013008056
450,4.91942230140923,5.008111392856132,5.0
889,7.393566640146671,7.621499157220394,7.356547323513812
128,3.0933697977505585,2.9734917019596887,3.0
1820,8.524045373419293,8.575523179621381,7.97061622231479
554,5.346436551571374,6.590630268482947,4.120330794367947
944,9.072959358335275,8.858134815065121,9.522878745280336
298,6.4037871183648925,7.306955368665977,7.221848749616356
231,5.218522655094422,5.834295891241227,4.795880017344075
1146,8.918288215956359,8.92809357465716,9.0
1027,8.869091566305775,8.935421130841366,8.744727494896694
861,5.152685199475782,5.043384559013609,5.0
1425,9.082817833284128,8.930568834710222,9.0
307,5.283851103644961,6.166391592163054,6.7447274948966935
1078,8.849692201292598,8.790396170315796,8.886056647693163
210,5.587770899170134,5.776299000954941,5.823908740944319
344,7.24313262521179,6.93673311251384,7.075720713938118
1336,8.909015681837008,8.874660486760266,8.853871964321762
1100,8.757774855470549,8.956014435886953,9.0
914,8.623014731212056,9.036893966283458,9.522878745280336
1208,8.451227997405327,8.334211920853953,8.468521082957745
433,6.046087241386452,5.801950111940184,5.853871964321762
69,3.0334753172543616,2.9666605716252743,3.0
1125,8.582162563119688,8.814471011775181,8.698970004336019
931,6.54526167718154,6.449743128878581,7.096910013008056
1177,8.204261327365032,7.9327173976993475,7.962573502059376
1812,8.624203283185347,8.662554231317111,9.0
973,8.800412421998068,8.903914611924472,9.0
233,6.640227842519213,6.623350535047913,6.920818753952375
275,6.303871514221085,6.671886253248231,5.698970004336019
1641,8.213179549786542,7.90873101068183,9.0
2032,5.670907638202061,5.13792807684334,5.671620396561262
99,5.17964821864007,5.503862636203574,5.301029995663981
1489,7.977476055109535,8.157191193250855,7.823908740944319
630,6.136516036804814,7.035589022156014,4.070000019492821
743,3.524012452485477,3.7497792069279514,3.6989700043360174
1113,8.807886000265253,8.89146450285657,8.318758762624412
247,6.1920798675258135,6.582962087152851,6.443697499232712
316,5.928342287909942,4.971935071918256,6.0
692,5.700750459076083,5.421175135745958,5.769551078621726
1384,9.061527547547993,8.97020514628819,9.0
1858,5.105517004563007,5.172863681899339,4.632644078973981
1285,8.905841468333616,9.017289740425168,8.568636235841012
1966,4.621861946879121,4.7663999400458685,4.499999953328896
1776,8.547654852603063,8.116679826380105,8.292429823902063
1976,6.996244766634414,5.897027443349901,4.0
535,4.243943406914174,5.749138705011951,4.920818753952375
220,5.852107385095133,6.966314909880196,7.0
965,8.975731201944209,8.878557291013134,9.0
979,8.783344565814323,8.90112708197782,9.0
1053,8.627963074142334,8.600506330047471,8.346787486224656
941,9.751262681480465,9.624068013164877,9.522878745280336
1453,7.867569718373659,7.582889333825843,8.096910013008056
1890,5.138473819268454,5.976699316339181,6.1938200260161125
1486,7.5986003621206155,7.375219056289797,7.568636235841013
832,4.879580553460431,4.914246884383629,4.552841968657781
1917,6.289584566003111,6.002057781081371,6.091514981121351
1908,5.608528854911196,5.638263124003325,5.490797477668897
1364,8.976841770921107,8.974921131828037,9.0
1875,6.733184238576123,5.827504145077591,5.173925197299174
678,4.773197245653445,5.542624932917578,5.214670164989233
1639,8.258356653857597,8.68396059158501,9.0
306,6.168956931499517,6.011101975057885,3.0
367,6.517609127801056,5.843388348390478,6.698970004336019
782,7.060311153622544,6.598580122198913,6.568636235841013
1988,6.768089433625911,6.845927745323668,7.468521082957745
1447,7.817062189147661,7.879736875074301,8.045757490560675
1040,9.12746977290352,9.070640276731073,9.0
988,9.000029040535402,8.866307027969238,9.0
670,4.91205709198407,5.856913747957998,5.0
1998,6.659884025772008,6.388445463382566,7.161150909262744
411,4.8494452407448465,5.328089987646262,5.173925197299174
962,8.897431025156806,8.693237807708567,9.0
771,6.800346934018833,6.369287782860716,7.397940008672037
680,5.45139541734254,5.246173580540964,5.229147988357856
1874,5.75220348983054,5.32702426703634,4.348721986001856
1353,8.756043189770297,8.662757414544037,9.0
1770,8.163095359855811,8.087197982928354,8.136677139879543
1784,7.456527393118979,8.078812228386816,7.145086977692144
495,2.1740267062402667,1.9112249962735661,2.0
1173,6.924884398581775,6.486512330048289,7.47755576649368
1546,8.719593935836878,8.700438160379056,8.886056647693163
993,8.980071567015795,8.937875425328725,9.0
115,5.4552333266782105,5.287820265679271,6.97061622231479
1621,8.563206118273966,8.640652533210407,9.0
2038,5.682480597198993,5.207563140355007,5.511449283499556
1905,5.664031392182941,5.8961934953133275,6.853871964321762
1249,7.086861905901751,7.0598855463394,6.696803942579511
1703,8.507760767844731,8.44620709673955,8.468521082957745
997,9.023345199982378,8.929320372439767,8.744727494896694
1161,8.797272326041183,8.660209700023946,9.0
1301,7.5080838204685785,7.616029074191865,7.43533393574791
1950,5.214703503503498,6.3973775641921655,6.443697499232712
480,7.451582055648671,7.164180490232536,8.455931955649724
