,ECFP6_2048,rdk,pIC50
184,5.796142517635025,5.78458587536053,4.698970004336019
1724,6.712375508353473,6.856432480115292,6.347173697438995
251,5.638549562004925,6.188797709902811,6.219682687859849
1121,4.910970926181127,4.638614467348277,4.795880017344075
1486,6.737701420692489,6.9983471701784135,6.455931955649724
111,6.97728285559685,6.5473318033160925,8.154901959985743
1450,5.690023263550418,5.237256984219181,5.200659450546418
188,5.566747970161004,5.519632990911036,6.348721986001856
614,5.36195015975804,5.384118787368323,5.886056647693163
220,6.897574473539253,7.2313182217899845,7.552841968657781
1175,7.370854464531371,7.53817859838827,7.853871964321762
1794,5.959607286618229,6.269840577891758,6.498940737782249
679,5.170064761220387,5.271266832627773,5.0
1368,5.822549218037604,5.427030618031206,5.864867348623225
544,5.597012668086953,5.822148462113834,5.508638306165727
746,5.649817656067672,5.643721756381226,6.064996848546345
570,6.027995809265061,6.1303691347847895,6.7121982700697735
1656,5.600357153359986,5.765547822383464,6.0
56,7.7064736815135335,7.319867880213809,8.481486060122112
529,4.855741443904649,5.14802198225106,5.0
486,6.015379092461583,6.188623827402185,5.958607314841775
1639,6.696646216818748,6.391231959322937,6.164943898279883
1423,5.444533221716634,5.416137144449685,5.760700520873107
1709,6.812899485129098,7.39177046249784,7.610833915635467
1729,6.972413990195627,7.0766627059411915,7.675717544702307
1110,5.962249357006106,5.768351721781291,5.831207979685818
1905,5.216054056571709,4.979643620874064,5.0
900,5.102802442100139,5.300334300444086,5.3979400086720375
892,5.443565853545163,5.80516446613832,5.327902142064283
381,7.135451983288608,6.511444403916848,8.301029995663981
1187,6.893692263439579,6.636015766559387,7.207608310501746
324,7.1952221858417715,7.454944350590453,7.045757490560675
1058,5.479075686877563,4.454602352033208,4.0
1875,6.119711326152593,5.606494699677729,5.0
819,5.485937888533532,5.293358709567342,5.00436480540245
1432,5.930348554425008,5.701268540135753,5.793984123236656
1702,7.407906544252621,7.335628929614188,7.113509274827518
914,4.461224988794028,4.393694077629714,4.555174800490252
1474,6.8615612671733635,6.105401014764935,6.448550002027125
479,5.623710686969657,5.725768781406863,5.795880017344075
1087,5.4966833819640515,5.925947011040789,5.512437439743622
1876,5.552169825183774,5.871251850421041,5.542118103266008
1785,6.521385690967414,6.409700155425066,7.244887733604929
543,5.21846848453223,5.071878079065772,5.0
1259,7.919164812397732,7.9464035859381825,8.698970004336019
231,7.318737739043449,7.099987485166458,7.886056647693163
1701,7.575003509375407,7.743615294843728,6.671620396561262
1916,6.117869786285611,5.717849366362177,4.214670164989233
942,4.559743401527233,4.3511270470101655,4.439615077027985
1803,5.563577666538269,5.8571153202809745,5.438898616350944
792,5.107096631052211,5.020377660098427,5.0
1009,5.9206631533030185,5.747178576437077,5.636388020107856
534,5.00283177796437,5.080398211583879,5.0
599,5.1026070045118965,5.135639653325857,5.0
70,7.0114672636130635,6.687307927114643,7.167491087293763
809,5.713826128668875,5.628029905994639,4.795880017344075
29,6.918410298342088,6.739187046762176,6.6777807052660805
1117,5.047978197067014,4.97518799792057,5.972650392225243
100,5.463528960297432,5.125142680997322,6.170696227168975
693,4.698489543998182,4.952269138045201,5.0
1654,6.060955339566921,5.278194559094445,5.0
2000,5.645041276588554,5.604330266136024,5.0
196,5.638485548436016,6.186571351201498,6.1073489661227
978,7.553691134941344,7.7033554301573455,7.275724130399211
211,6.680832171071804,6.816772810934625,7.769551078621726
368,5.802847036155258,5.840522421508188,5.795880017344075
1680,5.943974166794285,6.058197804007441,6.0
1281,6.7811178408592445,6.587433873793847,6.403402904373539
2042,4.677109131285144,4.556062017957878,4.522878745280337
414,8.333065306911877,7.9763243410194615,6.684029654543083
1005,7.005705977420976,6.909811107959042,6.698970004336019
968,6.149558172381525,6.54288316837946,6.229147988357855
527,5.281309494030915,5.792074188230337,5.0
1652,6.918748050719197,7.205766072834022,6.0
650,5.581722536728268,5.27295410044087,5.0
65,7.319326316543199,7.433496198123904,8.142667503568731
1578,7.312247921232318,6.760349590663112,8.508638306165727
654,5.083782995750542,5.009872483585819,5.0
701,5.215479519351575,5.0400288768897905,5.0
1029,6.4845475834503326,6.665438363159973,7.481486060122112
1328,6.756194698776383,6.762360263281923,6.909988975992853
429,8.492972376883474,8.482370819513639,7.602059991327962
806,5.317282943801367,5.2279225531487805,5.7447274948966935
755,5.873810094624637,6.504819126058122,7.055517327849832
535,5.180511459987948,4.9966285086205575,5.0
1604,7.206241891266244,7.350615995887719,7.795880017344075
1582,7.3448763452206505,7.132481799746633,7.356547323513812
382,7.278370184616393,6.676399600791367,7.443697499232712
670,4.978633003127677,5.1463771180767415,5.0
1043,5.37802701568541,5.083644320365387,5.309803919971486
772,5.3322166157726265,5.339630500210622,5.468521082957745
834,6.954523101788336,6.893183846416854,7.119186407719209
305,6.983220164843728,6.87878480272751,7.0
2008,5.609911144937818,5.650525289716246,5.324221658325915
1612,6.277247596240484,6.162296895991988,5.0
321,6.961875503847264,7.350140250777578,5.823908740944319
316,6.6939775359031275,7.297306595404751,7.0
1322,5.658038519146331,6.102271943152167,5.6099998081597775
1385,5.369759044022942,5.40489186140864,5.16083631708535
2035,4.764375702806747,4.7229572579433166,4.823908740944319
1778,6.90254343140677,6.864165571760179,7.634512015109101
1882,7.004224133772874,7.006787530195745,6.886056647693163
1163,7.052325118202312,7.5272522085002445,7.657577319177793
879,8.00311579763058,7.715079309762813,8.221848749616356
1583,7.422033971853267,7.611698244658737,7.107905397309519
1476,6.476930535921851,6.05365746463645,6.0
715,5.479075686877563,4.454602352033208,4.0
741,5.160411891325828,5.088812288090142,5.0
478,6.242178907864588,6.276815903961335,5.3979400086720375
1668,6.2140021203131015,5.788473935915567,6.0
210,7.149966607510264,6.946934203548946,6.892790030352131
69,8.5065262459213,8.748499637798702,8.958607314841775
233,7.227702857965336,6.521864535015502,8.173925197299173
582,4.9375130834284695,5.054334499041964,5.0
720,7.515809879848679,7.212201375074175,8.096910013008056
862,5.028632093186647,5.008730125684676,5.0
124,6.724103551132523,6.343656496078493,5.778064400171995
254,4.748896319330496,4.980514372419985,5.0343280287798935
707,5.0635216188880525,5.102283771412843,5.0
2007,5.446029044157726,5.494000657015052,5.995678626217358
1568,7.098755397765611,6.993415047815607,7.448550002027125
128,5.837149250350409,6.182373996929467,7.692503962086787
99,8.079223706915725,8.098820805633437,7.376750709602099
832,6.8529127169226225,6.921858754770435,7.182434630440219
617,5.104038568351855,5.130759971829489,5.0
752,5.615759961555332,5.697432023936437,5.522878745280337
538,5.05926752290899,5.135941981357309,5.0
374,5.67743610195324,5.621322678996924,5.3979400086720375
1952,4.600889204687606,4.73429740410007,4.8344589232776265
1664,5.835914135237757,6.1598655986971,6.0
351,7.068993252587539,6.919484818215519,6.4089353929735005
1384,5.917719718103489,5.763272857415599,6.078313524516398
1530,6.794183535924122,6.721328386206114,6.657577319177793
1992,5.568459921787858,5.775405556110425,5.0
1269,7.412489129276941,7.244069529424425,7.585026652029182
1036,4.904698647210706,5.12821484322382,5.022276394711152
904,5.439439194438042,5.295304800029503,5.0
420,8.299118073584053,8.45844430481229,8.537602002101044
943,4.473859452358992,4.4912760686464175,5.067779986122881
275,7.153637449480424,7.558813765675497,7.397940008672037
507,5.031144535669647,5.071971931724929,5.337242168318426
706,5.047306224411992,5.133125575825475,5.0
