,ECFP6_2048,rdk,pIC50
538,8.338796933195926,7.65786874236325,8.130768280269024
1289,5.833424974431695,5.913803683955945,5.0
631,7.700502151637939,7.6399455080771075,7.1487416512809245
1178,7.636504694223826,7.49125819051429,7.568636235841013
1084,5.2652360324370315,4.7701635003424645,4.769551078621726
65,7.954151049301661,8.17662884579659,7.744727494896693
1193,6.715068383110895,6.501743302988976,8.301029995663981
809,6.904181112505223,6.8366340468218025,6.570247719997592
904,5.3894304902471015,4.96278156082745,4.831414134463589
588,9.07525830956356,9.26896793337492,9.51999305704285
361,6.4804766793590325,6.94482893714006,6.355561410532162
482,6.9156529794069606,7.172095321809379,6.823908740944319
1490,8.860667102944952,8.753648548800408,8.500038134403809
619,8.23590103103008,7.493856681285125,7.853871964321762
111,7.833643704792456,8.246979013647376,7.698970004336019
987,4.3835663776391005,4.623359777333698,4.494850021680094
1566,6.246655115649809,6.046542314070308,5.989700043360188
628,7.9619555979856464,7.525895441377855,8.236572006437063
1772,6.591166178772487,6.803243197654291,6.980011840408714
1492,8.612162547436885,8.721442364312633,8.899974269892137
415,8.085542851576047,7.437338731414283,7.896196279044043
1322,4.77855340882995,5.291954268102708,5.0
839,5.11485637009293,4.921686046054522,5.0
1179,7.499872946189957,7.6654439832778785,8.096910013008056
843,5.201774282214904,5.001749411768962,5.0
1023,5.247730326699772,5.735296588278199,4.769551078621726
270,7.952187960609503,8.08396127209253,8.244125144327509
1310,6.621741732016388,5.462496661252132,5.6020599913279625
398,4.5291536674384885,4.970928220197453,5.0
1078,5.299607236942102,5.797309569676715,4.769551078621726
583,5.431824656969469,6.074580256454727,6.399996913372259
506,8.475116795139769,8.079364663876417,8.823908740944319
813,6.716038290414287,7.289151299941201,7.236572006437063
1565,5.6756418976545975,6.504816701321953,5.735182176990463
1613,5.234823653352905,5.886368045731799,5.777283528852417
203,8.643540187431276,8.465699752313455,9.522878745280336
1305,5.775449136486012,5.792931071516624,5.0
1047,8.868667041922428,8.649278377980853,9.110026361596004
1779,7.213976246985722,6.122029693093971,7.029978734171634
824,5.021626772705028,5.71944609640655,6.903089986991944
1450,5.947787040152895,5.538448678747115,5.0
351,6.20783304838299,5.648403504472133,6.476253533188435
239,5.357724055039703,5.359662259265166,5.499999678657065
952,4.527477107394322,4.441186849741121,5.114638779968488
1837,5.282231579308766,5.108664376779513,5.142667503568732
782,9.086957323600723,8.925480259099695,9.522878745280336
1827,5.136172296489926,5.339971462508022,5.619788758288394
212,8.523334090391534,9.044754679089666,9.045757490560677
651,7.5701107514129795,7.382258167530942,8.468521082957745
1389,5.10084162806924,5.107550553432093,5.0
759,8.968124199875424,8.717427210857908,9.221848749616356
382,7.080233616509191,7.366575544811553,7.371611069949688
275,7.8238386177631165,7.80234340227531,6.812479279163537
1758,6.241342384422591,6.513540093773813,5.0
1395,5.677113233384851,5.352938354021496,6.6595558851598815
307,5.95965030773837,5.733038520978503,5.301029995663981
1530,7.070248681159934,7.414229211910484,7.522878745280337
613,7.1315914251902965,7.433013100340887,5.525492360883025
1427,5.311444782205737,5.291923521079606,6.096910013008056
1090,4.906020268501871,4.954237987348839,4.769551078621726
939,5.338600868289948,5.587984136785097,5.779891911959945
864,6.017904161983906,6.670654909521456,4.494850021680094
422,7.983891843524623,7.992099290733674,7.67778070526608
1114,5.304151365928566,4.919185695258677,5.0
1765,6.215662105927393,6.1860645879113285,5.0
29,6.675368937304643,6.5969834151900635,6.346787486224656
109,8.265924330353464,7.8441952421513745,8.431798275933005
1678,6.381608671678268,6.160789322009926,6.096910013008056
557,8.199452346541475,8.409677993221976,8.229147988357855
532,6.420066750207879,5.966610584748216,8.096910013008056
1292,6.370565392368078,6.53127683242519,6.642065152999546
1746,6.070503331395059,5.8228522139422765,5.0
411,7.8804650350548116,7.693520413234256,7.366531544420414
701,8.34709240989349,8.223335304826076,7.549750891680639
408,7.364162002408127,7.11823809611602,8.55284196865778
1316,5.386817573744571,5.517642360700305,5.0
1784,6.352523691210253,7.116113947200268,7.489991487059766
218,5.959365744491915,5.597754018283032,6.795880017344075
599,8.209521921795051,8.154960266518659,7.747146969020107
582,7.484060576656363,7.355833934955265,7.700057099977233
485,5.649074003974379,5.783292126410264,7.022276394711152
1428,5.4893878332656,5.395419303640536,6.0
1262,6.973520653107084,6.44181618403619,7.022276394711152
247,7.690733708216178,7.573328485430982,7.400007822415902
1394,5.575563686919679,7.067314871431597,5.0
1132,6.347590236200366,6.609642125933528,5.698970004336019
1607,5.98409732404415,5.245669035935684,7.096910013008056
