,ECFP6_2048,rdk,pIC50
3050,8.821985399085973,9.154223989026033,9.431798275933003
2678,7.757543780597105,8.023288721607985,7.696803942579511
2958,8.26051961052428,8.410892652244275,8.229884705212898
3113,6.0671489861676084,6.243567341336045,5.393511149557352
139,5.638439977596382,6.182224718263948,5.221848749616356
3072,5.156758354471973,5.003619582116255,5.0
2542,8.255105703643933,8.227065038906167,8.443697499232712
2381,8.9356693113514,8.9229743381502,8.744727494896694
2963,8.242830864905066,8.183319288308986,8.229884705212898
1414,8.997094592121023,8.982291292923565,9.110026361596004
1391,8.344558337793563,8.740755559953056,8.609948503541013
1582,7.7631144394554825,8.08853273804342,7.730020323354676
610,7.06799011328518,6.674383315625633,8.154901959985743
463,5.082242164931879,4.980014014473315,6.698970004336019
192,6.31324585229009,6.1877839299655655,7.318758762624412
1684,7.511175939163161,7.499481726921806,7.110026361596004
3010,6.718778015956448,6.314661752407021,8.09151498112135
567,7.293495805605451,7.695508600422452,7.552841968657781
2582,5.046052047532749,4.774969734077117,5.0
2054,8.479025332219607,8.573290599158744,9.154901959985745
1431,8.455270568634853,8.245146169366972,8.669992299127241
2016,8.238217157022106,8.241954727855255,8.3767507096021
1426,8.519609737085768,8.223005067750881,8.250031916490597
1766,7.872010099846347,7.8691871608453265,7.439973751087107
1450,7.868139051742457,8.094147013467907,8.250031916490597
1360,8.657259781899798,8.702106747733927,8.840132152907433
764,6.274178184727563,6.361990335776906,5.6777807052660805
1565,8.364177933519533,8.5055921436808,8.110026361596004
2985,5.37567182655809,6.509124643715435,6.037157318798758
1373,8.843850204695297,8.969752659110412,8.910094888560602
839,7.314455055134196,6.731025275714632,7.100015437450609
718,5.5541711133536245,5.002371008622664,5.0
17,6.377233197312037,6.597948959398457,6.568636235841013
416,5.850328103290379,6.344423317249731,6.050609993355087
214,6.46333987938787,6.789845185502843,7.113509274827518
2749,5.72990151200744,6.164610635624693,5.823908740944319
203,6.719270489576397,6.554830522991942,7.1249387366083
1006,5.184694234600187,4.65715797983592,6.301029995663981
2804,5.823224888842634,5.791716149828261,4.958607314841775
1962,7.925111079387883,8.032900595232537,7.467245621007502
211,6.910060025862681,6.836686653835857,7.142667503568732
1351,8.014649455571913,8.355138379641133,8.659952682338607
102,6.718556044521333,6.642834542484741,7.142667503568732
1090,7.350379502266209,6.557937532157828,9.0
1029,5.6407021675955775,5.1951399610968565,5.0
1672,7.810449923316316,7.932824366661313,7.53003079050004
2846,6.7019649401305195,6.536765460135935,6.211124884224583
289,6.300994736314006,6.535563637125215,6.552841968657781
134,5.232885379918801,5.339698670029305,5.7447274948966935
596,6.774566696344547,5.929425245262251,5.013228265733755
2868,5.857029380036998,6.183044484478153,5.823619307756729
1742,7.619405193041915,7.829519437562455,7.090016305060156
439,4.977683560369229,4.4948552259943435,4.236572006437063
1543,8.23909126902162,8.508865970906136,8.330032630091496
1134,8.357216169222603,8.375091337546756,8.823908740944319
1359,6.459267961069782,6.3870641434031015,6.409994580348671
170,4.483312919242196,4.619671146348979,4.301029995663981
1651,7.891504600859735,7.9346908039019866,7.430041181903406
178,4.474790250276067,4.690321759777986,4.301029995663981
291,6.372687546005757,6.293812339741984,5.920818753952375
507,6.001699272140142,5.59878041321871,4.301029995663981
3055,6.553144331863231,5.487444066518683,5.329754146925876
354,4.345740119306271,4.449061474602618,4.301029995663981
736,6.442271363388671,6.574774683004597,5.860120913598763
486,7.286274889810022,7.154087618085318,7.060480747381382
1283,8.362815337484642,8.555816459462585,8.849857838151442
2494,4.793234213787838,4.756334785572001,4.920818753952375
194,7.545835322110643,7.149953198956735,7.130768280269024
2926,5.240555431522776,4.917791087904532,5.0
594,5.492852989272141,5.383669589300009,4.301029995663981
2624,8.581639674916994,8.604498754349516,8.769551078621726
2411,6.903243293416358,7.283755995112324,7.598599459218456
1606,7.246897921156455,7.464011309357946,6.919987152892072
44,6.903294660698468,6.225084434023349,6.7447274948966935
1378,8.340138951704143,8.109904265127328,8.929962133392245
1057,6.3259627925526045,6.208768724135054,6.301029995663981
2664,4.0640533606376605,4.616568974297507,4.666351243485299
2233,6.691508024951543,5.5573432105990985,5.640164517660112
3107,6.960280410622871,7.772081953774599,6.618343517414213
2843,6.675745577091301,6.2979691018060615,6.501689446210399
568,7.780588629498366,7.652090013688941,7.136677139879544
1655,9.172643227983302,8.978044131477859,8.659952682338607
874,7.192234506736839,6.986617547556215,5.709965388637482
240,6.723588167147841,7.178943954036461,7.5376020021010435
332,4.2997491467184386,4.380458652718343,4.301029995663981
3001,7.072290033912495,6.702149760889917,6.832682665251824
1116,8.703419260110264,8.851193682004023,8.443697499232712
1084,4.756537640094721,5.294119860868733,6.221848749616356
3151,4.983693896018713,4.934756504868605,5.0
2091,8.20986657024729,8.37796403347296,8.795880017344075
321,4.126106551827321,4.4300572316534215,4.455931955649724
1425,8.483395870403676,8.530271710555132,8.819874124835946
1323,6.386588693843258,6.911671001533669,7.299988937677887
1752,7.161366802317655,7.217844502838154,6.83000246293343
2243,6.24914404697014,6.535836612493924,5.569602408613033
2358,8.146565127153064,8.631058670356753,8.769551078621726
1675,7.979637234315582,7.4109305611728225,7.419987887470576
2412,6.990403403420696,7.305995812823139,7.744727494896693
423,5.630576977029417,6.229356153902382,5.958607314841775
2020,7.851029087728178,7.843892269570388,7.987162775294828
2615,6.499683790357886,6.217091767208475,6.428291168191312
2157,7.011796465997771,7.035815887368184,7.67778070526608
759,4.826315763679806,4.862517764105951,5.443697499232712
1239,8.284531655752817,8.228975096162596,9.250031916490595
322,4.55135430419871,4.357381768070666,4.301029995663981
2924,4.991459810579735,4.948120945935591,5.0
3145,5.300856772002309,6.47528903362314,5.0
2184,7.722397951683723,7.636353771678857,8.537602002101044
254,5.613637644055592,5.262107753947027,4.7447274948966935
1783,8.009407248038114,7.547522172407819,6.919987152892072
729,6.703218410323737,7.463053065829746,7.853871964321762
746,6.097146366108541,6.412057200723816,6.300162274132754
298,5.598260260157508,5.836772172622016,6.769551078621726
1446,8.348613002080874,8.693757542898245,8.219970872662662
1454,8.4659900525011,8.404913954447322,8.860120913598763
1444,8.366606749743672,8.220276221228604,8.179995693191682
2350,6.669227314234939,6.392795275837621,6.0
51,6.308333524342147,6.2805024708440245,6.236572006437063
3094,6.257068543250803,6.282954634564243,5.603800652904264
63,6.968961257932053,7.249746735593134,7.397940008672037
1747,8.125495536907273,7.560959019064734,7.100015437450609
2728,6.891763287954199,6.438726903788171,8.67778070526608
2662,4.6799249138165555,4.591194909215705,4.34428545038129
2772,5.785206027615791,5.8946605371561365,5.823908740944319
442,4.829836702481849,4.707509475120436,4.698970004336019
2031,8.189606792681232,8.071802115083097,8.193820026016112
52,6.092420888353923,6.192096035569587,6.958607314841775
2226,5.744822427065398,5.209905314739787,5.0
1497,8.274069745931156,8.526761391067557,8.330032630091496
2631,8.176128265437761,8.074152675247914,9.522878745280336
2897,6.207171087053582,6.178032350048772,6.347753658996677
2818,8.74641660772612,8.78542078989142,8.920818753952375
479,6.648560904951345,6.061566824035704,7.42021640338319
3137,4.946634735085044,4.9292070670235,5.0
2730,4.91164709576717,6.027774999261031,6.2839966563652006
70,5.449405828112812,5.66776259841736,5.185086818724926
368,4.458863401244606,4.297630739886166,4.301029995663981
1739,8.23909126902162,8.508865970906136,8.47005659834133
2384,5.541752233886512,5.207225459902409,5.455931955649724
1253,7.999621824559127,8.228352702544518,8.410050398674292
1231,8.224899673678904,8.482806165883632,9.289967300934247
1220,8.140554448352793,7.5159818959063465,8.569924944448061
1477,8.481889613737373,8.495921060314819,8.759950227887352
1188,8.34794189017413,7.921332845478885,8.040005161671584
314,6.31740255266038,6.391061212161219,6.3979400086720375
2673,8.063365370101096,8.002258348501085,7.939302159646388
414,6.177111810363189,5.86875486485095,6.568636235841013
1557,8.07035749821613,8.5055921436808,8.15002808767115
1980,7.6919844918319225,7.771476342757192,7.616184634019569
2883,4.967007754410657,5.095162208392824,5.0
478,6.78242760094403,7.037884585405032,7.552841968657781
299,6.27036109670642,6.135381999736509,6.3979400086720375
2005,8.127359405999998,8.181764229769108,8.18045606445813
2990,6.636217442799944,6.348062987665944,6.437707135543525
450,5.022142339178073,4.737712761929499,4.346787486224656
601,7.1845401703407,6.977443167676324,7.107905397309519
1807,7.594191293103196,7.557019403481966,8.522878745280337
1801,8.918586817127446,8.84780311488069,8.0
2012,7.829720177495838,7.888702766559619,7.79317412396815
1213,7.960870989850497,8.242880983334567,8.349984047528162
1830,7.535114078972258,7.3858679408623695,7.5376020021010435
1620,8.154621640022764,7.794148608210794,8.230032198670557
76,6.682678035143678,6.813046982622814,6.638272163982407
1744,8.188254169135691,7.761486803172603,7.779891911959945
2616,6.534894149723161,6.415772219680998,5.978810700930062
2840,8.15592418768748,8.350334574155811,9.397940008672036
144,4.900882478102966,5.167435241161835,5.721246399047171
2086,7.527441352387814,7.857159427750546,7.790484985457369
45,7.053520926674635,6.578292561352036,5.585026652029182
3039,9.080904114245817,9.270936327751727,9.744727494896694
2486,6.944893272914074,7.110953847924801,7.0
309,5.37030424580036,5.41157330937669,6.698970004336019
1270,8.788189139545693,8.890455117387242,8.860120913598763
2954,7.752218827130911,8.163910263034994,7.643591672961019
1457,8.416046534478182,8.444046698034212,7.950007143079858
152,4.921916117537002,5.268954442552401,5.376750709602099
2164,7.421202372318342,6.916008108378423,7.494850021680094
1298,8.305168007183385,8.482806165883632,9.059981844992336
2203,5.650156317366822,5.351312105379816,6.20690839982342
1459,8.451835887833312,7.711552811350334,8.739928612014925
0,6.2573140688033595,6.199638650701769,5.8696662315049934
2872,7.003923184615634,6.091250983130487,5.301029995663981
840,7.134830418687633,7.402520591764265,7.599980364934842
1345,8.083827283202597,8.13063885471934,8.119987161633228
2861,5.850226980459283,6.335658378159302,5.301029995663981
218,5.2243315968136095,5.49116149288479,4.886056647693163
969,5.602567785173561,5.398481112639655,5.273272790973428
1938,8.033532876422756,8.111345050751758,8.187086643357144
251,7.213342705897378,7.080778964476293,7.318758762624412
270,6.596742588727659,6.436776626521551,6.113509274827518
1356,7.196630758201574,7.701591043521641,7.750068243365805
32,6.33761556873358,6.717278142033465,6.346787486224656
449,4.654560157872484,4.4590391634269215,5.7447274948966935
2554,7.854727010152411,8.198762073317369,9.397940008672036
14,4.5702992695831615,4.772158782914013,4.698970004336019
93,6.50010816684259,6.777664737832709,7.096910013008056
976,5.159780998405197,5.913546351585775,5.721246399047171
2589,4.9920130511872385,4.837618868164121,5.0
1743,7.957892438335308,7.488273539997002,7.619969752032169
438,4.849480489665135,5.378620304116035,4.301029995663981
149,5.419356659135305,5.478182112012836,5.7447274948966935
