,ECFP6_2048,mol2vec,pIC50
3050,8.82198539671764,8.9849475786018,9.431798275933003
2678,7.757543781116579,7.7747855922244,7.696803942579511
2958,8.26051961271534,8.585906904272788,8.229884705212898
3113,6.067148987667787,6.86691629134178,5.393511149557352
139,5.6384399835676415,5.884410982213402,5.221848749616356
3072,5.156758357243178,5.625741127835761,5.0
2542,8.255105702286551,7.762059310692192,8.443697499232712
2381,8.935669313065109,9.085415337466163,8.744727494896694
2963,8.242830867733598,8.461644082397354,8.229884705212898
1414,8.997094591884249,8.705264469891517,9.110026361596004
1391,8.344558338701617,8.69599990219124,8.609948503541013
1582,7.763114439565891,8.228149743542094,7.730020323354676
610,7.067990117256762,7.580853840386489,8.154901959985743
463,5.082242155736935,5.240141375925798,6.698970004336019
192,6.313245866155437,5.71071796476396,7.318758762624412
1684,7.511175939503137,7.4987383438030735,7.110026361596004
3010,6.7187780169748335,7.277720356981722,8.09151498112135
567,7.293495811432334,6.950429173540813,7.552841968657781
2582,5.046052044948873,5.0161519867050695,5.0
2054,8.479025330364081,8.44081111611361,9.154901959985745
1431,8.45527056983871,8.356080052098944,8.669992299127241
2016,8.238217157910265,8.494650566351977,8.3767507096021
1426,8.519609738967324,8.274175619413997,8.250031916490597
1766,7.87201009927489,7.801052584193039,7.439973751087107
1450,7.868139053779752,7.970579412933396,8.250031916490597
1360,8.657259780987037,8.371641236005788,8.840132152907433
764,6.274178188512033,5.7630378102487265,5.6777807052660805
1565,8.36417793191237,8.041315835901717,8.110026361596004
2985,5.375671839185818,6.262916072417285,6.037157318798758
1373,8.843850204119995,8.37835624303837,8.910094888560602
839,7.314455055488537,7.276615105358587,7.100015437450609
718,5.554171115122847,4.973232242306723,5.0
17,6.3772331971210505,6.3250089026285785,6.568636235841013
416,5.850328119462099,6.5592810533084975,6.050609993355087
214,6.463339880165324,6.916730447452295,7.113509274827518
2749,5.729901514970638,5.9228542257525,5.823908740944319
203,6.719270491118025,5.586424893485811,7.1249387366083
1006,5.1846942353838585,4.961817807522924,6.301029995663981
2804,5.823224896056366,6.0702686867311115,4.958607314841775
1962,7.925111074193449,8.025451112306758,7.467245621007502
211,6.910060024564599,6.415085530835785,7.142667503568732
