,ECFP6_2048,mol2vec,pIC50
538,8.338796931117928,7.275749751470722,8.130768280269024
1289,5.833424976079668,6.149468189984631,5.0
631,7.700502150817545,7.973692899597971,7.1487416512809245
1178,7.63650469366843,7.157212228485751,7.568636235841013
1084,5.265236031131965,5.277577053110855,4.769551078621726
65,7.954151052230996,8.235106141063518,7.744727494896693
1193,6.715068383763956,7.880293171819265,8.301029995663981
809,6.90418111253212,6.7922393125252665,6.570247719997592
904,5.389430486849514,5.673713316223581,4.831414134463589
588,9.075258308424258,9.348576129324682,9.51999305704285
361,6.480476680508571,6.75019878346589,6.355561410532162
482,6.915652984872598,7.27567329947479,6.823908740944319
1490,8.860667102536722,7.900463507895999,8.500038134403809
619,8.23590103252019,8.63979534935776,7.853871964321762
111,7.833643709862395,7.861741599206036,7.698970004336019
987,4.383566376607653,4.537847377999013,4.494850021680094
1566,6.246655117361536,6.678204944928353,5.989700043360188
628,7.961955598560799,6.080552781803791,8.236572006437063
1772,6.591166180560325,7.284707643858329,6.980011840408714
1492,8.612162547306186,7.989423377460405,8.899974269892137
415,8.085542850894354,8.425180796639758,7.896196279044043
1322,4.778553414045769,5.024459057684699,5.0
839,5.114856370815131,4.911684526749737,5.0
1179,7.499872946120083,7.352782537917387,8.096910013008056
843,5.201774282194957,5.133571329797117,5.0
1023,5.247730327573331,5.86670310999192,4.769551078621726
270,7.952187962640244,8.267474894465732,8.244125144327509
1310,6.621741735032067,6.050831337943624,5.6020599913279625
398,4.529153667650706,4.919864275134444,5.0
1078,5.299607236073428,4.772529461983333,4.769551078621726
583,5.431824654420729,5.536018614294828,6.399996913372259
506,8.475116794153747,8.530506393236582,8.823908740944319
813,6.716038290042565,6.917044580010681,7.236572006437063
1565,5.675641894011639,5.987567538864868,5.735182176990463
1613,5.234823654400488,6.175099225250456,5.777283528852417
203,8.643540184347984,9.250408535621471,9.522878745280336
1305,5.775449135652813,5.874416179585896,5.0
1047,8.86866704263147,8.963465583345267,9.110026361596004
1779,7.213976247050867,6.506994184292441,7.029978734171634
824,5.021626769395943,5.695706698263991,6.903089986991944
1450,5.947787040907268,5.12989216010597,5.0
351,6.207833053511464,6.146459806929187,6.476253533188435
239,5.357724057050944,5.336539254161955,5.499999678657065
952,4.52747710745387,4.492602373889969,5.114638779968488
1837,5.282231579311524,5.285052070575839,5.142667503568732
782,9.086957325461382,8.548748673194746,9.522878745280336
1827,5.136172295248319,5.408092186851345,5.619788758288394
