,ECFP6_2048,mol2vec,pIC50
471,5.984173260693895,6.200834455931879,5.920818753952375
1362,6.06240720269646,6.126451868194992,6.467245621007502
76,8.079223707539613,7.968103592220622,7.886056647693163
1976,5.104438881107293,4.861736637834533,4.614036429399302
1457,5.565230677305414,5.810545029404499,5.522878745280337
694,4.770137390226423,5.041630647222681,5.0
1226,6.431917061758513,6.527688238670365,6.913640169325252
494,6.498807035458437,6.875759989506219,5.528708288941061
824,6.095886782455632,6.839784647803749,5.6777807052660805
1738,7.287239096716474,6.163809581471907,7.425968732272281
30,7.288298884340836,6.846363341939392,6.4089353929735005
1125,5.22712843900647,5.087913325376175,6.079876673709276
1558,7.023031576346121,7.473492594536655,6.746419710437817
1310,6.060991634367748,5.755376257295763,5.800000874803203
1234,5.751163153603052,6.190959063091994,5.64569943765464
1460,6.5752505675919934,6.316038160385759,6.45717457304082
704,5.0185960706777335,4.976317187827288,5.0
1054,5.534828433524474,5.119373638894315,5.0
1596,7.518392456349997,8.06292112739999,7.920818753952375
1613,6.4504873778270575,6.230134171356615,5.0
1573,7.0129500359081876,7.041321721698877,7.094743951251549
1619,6.285070787387869,6.784748008945906,5.0
344,6.6297819615270175,6.5266843577453635,6.309803919971486
44,7.845511306370711,7.4368140339221585,8.431798275933005
1210,7.02166722848641,6.846012920469348,7.519993057042849
168,5.182306723711908,6.431031506674656,3.823908740944319
303,6.5658449724729016,6.457155460302146,7.0
1608,6.240063946058499,6.1012734174706145,6.376750709602099
982,6.6314254827169155,6.7622688818440455,6.698970004336019
352,7.068993252990805,7.261290534109788,6.886056647693163
1985,5.241033724064138,5.483065918084759,5.0
1730,6.699471239746446,6.424535282252314,7.24184537803261
1805,5.865843957736814,6.022651789303398,6.200659450546418
1616,6.285070787387869,6.784748008945906,6.468521082957745
940,4.613097003905832,4.650845553413682,4.728623128105926
997,6.66147425588139,7.350895765654091,5.920818753952375
613,5.169482686684457,5.239409386485252,5.0
974,6.239256664892206,5.935877693666068,6.191114132640188
1713,7.582341609467085,7.237046767019968,7.095825631715837
1134,6.5547551133459026,6.310816269430594,6.690369832574102
353,7.068993252990805,7.452539273937402,6.3872161432802645
1105,5.858245340661662,5.882290001198861,6.000869458712629
1216,6.169203473863179,5.672824038973426,5.558461961297839
1822,6.653012865820897,6.414983729598881,5.060480747381382
185,8.214157509382334,8.038659617014494,9.522878745280336
1270,7.375588997868376,7.604156210358437,7.376750709602099
1317,7.400491272101286,7.143692576048156,7.689944262249108
514,4.976837445935532,5.1927416434658245,5.130768280269024
1239,5.945310310881486,5.564028371534577,6.1249387366083
300,6.678839906503625,6.555082895698557,7.0
411,7.468289743953469,7.674031242592435,7.638272163982407
744,6.125845800879933,5.587991233697541,4.823908740944319
988,7.612827037996796,7.288582968833875,7.795880017344075
1646,6.613691147367682,6.628533616562462,6.273272790973428
1995,5.240686661997702,5.6502972072556625,5.0
1993,5.136664710670738,5.619628172992022,5.0
1406,5.978799991100547,6.05099578609861,5.7848914189469065
1027,6.312186728149112,6.506842819393019,7.075720713938118
175,7.202288500264716,7.090241438900254,6.609064892896621
932,5.770135081018112,5.289680296333772,6.293282217663241
1838,4.466906908750801,4.3372302845883715,4.043351420794797
903,4.917806976286143,5.131122741188693,5.0
1657,5.600357152702262,5.674769582460662,6.0
123,7.122137154615757,7.248917220173134,7.305394801066432
1402,5.473244099119087,5.993456534581129,5.970210529168145
394,7.532255198208378,6.95130875854782,7.568636235841013
438,7.45589181239457,7.124873343360556,7.649751981665837
1488,6.737701420525129,6.855009182760641,6.431798275933005
39,6.668483163406896,6.931728338839624,6.568636235841013
433,7.894242457600727,8.65805006385309,6.623423042943488
584,4.9579053405767946,5.195827744975026,5.0
331,6.853325937757802,6.7841681631971165,7.259637310505756
921,7.074233168055984,6.369716311621055,6.504455662453552
194,6.963420217537172,7.375897195815674,8.522878745280337
554,6.10012912623117,5.825769005768083,5.91721462968355
1908,4.987132889960098,5.207212531620793,5.0
1765,6.772456425421007,6.898971535636508,6.211902366619703
322,6.869390946434942,6.78924112081548,6.568636235841013
1232,5.647015288764087,6.281057095156466,6.132532512140949
266,6.571883213201066,6.666321593446965,8.229147988357855
1170,6.90342211291443,6.799801437048796,6.623423042943488
1473,6.503102491461885,6.1551081236395575,6.856985199745905
1366,6.011273784355548,5.893506342809381,6.675717544702307
