,ECFP6_2048,pubchem,pIC50
184,5.79614251460854,5.606839207214705,4.698970004336019
1724,6.712375507105515,6.865576199817906,6.347173697438995
251,5.638549561399637,6.526108179105167,6.219682687859849
1121,4.910970926768541,5.5884500507119155,4.795880017344075
1486,6.737701423296167,6.84157205077887,6.455931955649724
111,6.977282849443916,6.281774809315586,8.154901959985743
1450,5.690023261995648,4.9107648918000475,5.200659450546418
188,5.566747965857979,5.479073139036958,6.348721986001856
614,5.361950154308077,5.311200800961024,5.886056647693163
220,6.897574474066942,7.1877440338381176,7.552841968657781
1175,7.370854460343052,7.260612442810342,7.853871964321762
1794,5.959607286374043,5.704074598671975,6.498940737782249
679,5.170064756330654,5.248429801568131,5.0
1368,5.82254921803541,5.306748574175975,5.864867348623225
544,5.597012674342894,5.217627546837043,5.508638306165727
746,5.649817654516728,5.67998017094977,6.064996848546345
570,6.027995808611728,6.159831656674583,6.7121982700697735
1656,5.6003571531113945,5.75188573348773,6.0
56,7.706473683476664,7.3310967032629515,8.481486060122112
529,4.85574145161312,5.1137539668656755,5.0
486,6.015379094241917,5.961135798820924,5.958607314841775
1639,6.696646218434818,6.756275749122992,6.164943898279883
1423,5.444533212398871,6.064604942562752,5.760700520873107
1709,6.812899494630625,6.76352011146275,7.610833915635467
1729,6.972413988454405,7.1874191008094765,7.675717544702307
1110,5.962249356316132,5.784440940182354,5.831207979685818
1905,5.216054063753178,4.88013574061525,5.0
900,5.102802444911629,5.055391736150665,5.3979400086720375
892,5.44356585820199,5.120596127900729,5.327902142064283
381,7.135451986212528,6.735061839144586,8.301029995663981
1187,6.893692265676434,6.606490494402426,7.207608310501746
324,7.195222184984942,6.902224760956586,7.045757490560675
1058,5.479075687226843,4.637993310404469,4.0
1875,6.119711329491118,5.8304196110211945,5.0
819,5.485937889363118,5.545926548591642,5.00436480540245
1432,5.93034855731278,5.193521381358778,5.793984123236656
1702,7.407906542975702,7.1680112137428305,7.113509274827518
914,4.4612249879128685,4.617822339568681,4.555174800490252
1474,6.861561267806569,6.669974926682356,6.448550002027125
479,5.623710686084303,5.749163263554981,5.795880017344075
1087,5.4966833836916695,6.3133861382958445,5.512437439743622
1876,5.552169829587493,5.862310168016018,5.542118103266008
1785,6.521385682990297,6.4120712986200035,7.244887733604929
543,5.218468492118556,5.028346504880823,5.0
1259,7.919164810313756,7.749750044140679,8.698970004336019
231,7.318737734398652,7.333345580647708,7.886056647693163
1701,7.575003509087878,7.297908541677115,6.671620396561262
1916,6.1178697850395745,6.159950070874647,4.214670164989233
942,4.5597434020062915,4.707816265776263,4.439615077027985
1803,5.563577669292546,6.013737653179862,5.438898616350944
792,5.107096628772907,5.111451298480999,5.0
1009,5.9206631529377605,5.931118440514851,5.636388020107856
534,5.002831784733035,5.1377387735019715,5.0
599,5.102607002079029,5.172155690891573,5.0
70,7.011467264663018,6.319499836847635,7.167491087293763
809,5.713826130556295,5.300814767440869,4.795880017344075
29,6.918410296307738,7.178543063117817,6.6777807052660805
1117,5.04797819672103,5.374917676833643,5.972650392225243
100,5.4635289572194,5.42466608678572,6.170696227168975
693,4.698489548388989,4.929191417762934,5.0
1654,6.060955339122224,5.783445959664138,5.0
2000,5.645041279815313,5.349756609348111,5.0
196,5.638485550814313,5.949296793248789,6.1073489661227
978,7.553691133938262,6.79551533475312,7.275724130399211
211,6.680832169415765,6.937266496981455,7.769551078621726
368,5.802847046667802,5.55589498781746,5.795880017344075
1680,5.943974173155863,5.824878524290096,6.0
1281,6.781117841917854,6.794541894987896,6.403402904373539
2042,4.67710914178718,4.762227987840368,4.522878745280337
414,8.333065307619446,8.207096921786796,6.684029654543083
1005,7.005705979850646,6.9418035393649244,6.698970004336019
968,6.149558175218613,6.276835431656813,6.229147988357855
527,5.281309500183443,5.201575991351962,5.0
1652,6.918748050230723,5.965688512254666,6.0
650,5.581722527451754,5.379897728126248,5.0
65,7.319326322522814,7.121061757584385,8.142667503568731
1578,7.312247919902112,7.099282203603349,8.508638306165727
654,5.0837829864594,5.00301255689748,5.0
701,5.215479522226602,4.969094011863802,5.0
