,ECFP6_2048,pairfps,pIC50
2268,7.66266154173964,6.658232340035352,7.468521082957745
3529,7.966496245533828,6.913024250000797,7.697885623043799
3916,5.176611285225107,4.890849833057036,4.454321850207974
4371,5.969445920435068,5.409837668813335,5.701146923590294
544,5.494640482015085,5.746242762054955,4.2699999970646445
2225,6.696994984148613,6.879650847358819,6.6777807052660805
3739,5.101554082578837,4.573040367616311,3.3010299956639813
2887,5.5130112119698,5.619382577802561,4.801342913045577
228,6.079339964191779,5.827971096609141,5.886056647693163
393,7.222017516329933,7.103596411030346,7.929962133392243
4917,6.345943312754779,6.028603607947688,6.941573975542995
1964,9.325231731323683,11.340052428385661,9.30102999566398
2650,5.053287592230153,4.851212023217473,4.697452627512514
3017,5.373625839952582,5.168364111839795,5.251811972993799
401,7.208935877737296,7.310080445429309,7.730020323354676
4974,5.885283458633035,5.993001073241813,6.080921907623926
2173,4.545142642096227,4.928659430966359,4.832682665251824
3939,6.002156434490015,5.844622456682274,5.174573882232177
3181,6.731139782954153,6.146785809222847,6.370590400897281
346,6.73773020909055,7.280635873474302,7.010016541698601
1550,6.042921516092117,5.77802249142921,6.716698771296451
5714,5.248544101787068,5.327634311753204,4.943095148663527
705,6.7444088528092365,7.083116463363421,8.657577319177793
3951,5.052264699622257,4.949462087301222,5.1938200260161125
4645,3.8314475799192445,4.3961602314878165,3.882397308309916
2358,5.104819876619214,4.2095472921509,4.911509529817604
4338,7.01112924665926,7.007446566736369,7.366531544420414
4440,5.467292375073502,5.815935292311134,5.236572006437063
2521,5.475543925214226,5.683644696097166,5.106238237942057
4059,3.8286326226940233,3.616035635169063,3.0
2986,2.55572957123485,3.2852355015873584,2.9706162223147903
410,8.162725165847919,7.496981148369012,7.886056647693163
5620,5.785384285052126,5.331109896919792,5.0
3080,7.212234677242853,6.478255211787228,6.632644078973981
3375,8.070828868269999,10.178969744922512,10.571055709964426
3767,5.401066183320231,5.452942880858576,5.2225731776106885
5910,4.174772809943856,4.956859566136482,2.710634048479968
755,7.417564737618974,7.355318559115406,7.920818753952375
1496,6.235355140076879,5.989590271738271,5.552841968657781
4631,7.139423979378609,6.664030966367572,6.958607314841775
5377,5.254660441689911,5.875697184009898,4.75559916619863
6045,6.962803707818484,5.905850983786927,6.638272163982407
1086,5.063189898594605,5.594142720314291,5.522878745280337
3148,4.634953254719926,5.03107406979504,4.533132379645891
4081,4.019965704210169,4.014603052915736,3.6989700043360174
2399,4.929536831795365,4.084412891669717,3.6989700043360174
3688,5.513054276026364,5.065770925909283,4.915245036820646
808,5.6810693564134,6.151838571168896,6.292429823902063
1514,5.879541095647661,6.266272733348607,5.101823516502323
3684,6.420058783838627,6.4096578682718945,7.366531544420414
1780,8.23358745092823,8.76667520445575,9.318758762624412
1611,4.072748179018084,3.71809731515053,3.2967086218813386
1650,5.349856956669125,5.563851826888089,6.154901959985743
730,7.0079446935621315,6.984557559711973,7.769551078621726
5137,5.354355665812045,4.7807657314417416,5.578396073130169
4108,2.9299432161931436,3.299025615694714,3.047788941891331
4765,8.49776299907808,7.263306071667774,8.787812395596042
2181,4.554632551424559,4.82784794443708,4.809668301829708
4727,3.858978263496014,3.685115181974075,3.686976889676762
5136,6.4148205557495555,5.5215971154081025,5.437707135543525
1144,7.825125407328879,7.306384813103737,8.247951552180561
1302,3.9850513674622885,4.712119346122685,4.301029995663981
167,6.063897390042838,5.708896954709012,6.79317412396815
4837,4.291044967190268,4.930498361284062,4.543633966870957
233,4.835825602841533,5.027356932782777,5.0
5569,4.22763810310912,4.628789511947425,4.301029995663981
3827,5.976767896225143,5.31861264379195,5.798602875679548
2418,8.75503423208034,9.300062959023153,8.860120913598763
960,6.6546583931462076,6.933245348579728,7.552841968657781
4909,6.1911066843772105,5.960108493264835,6.991399828238082
3691,5.269766159573281,5.580499298137644,4.513286224017515
3555,7.9896892722897785,7.233862745508131,7.815308569182402
2929,4.482225550645998,4.3443343686743,4.145693958198919
1371,6.3953983012444935,6.109813208981908,6.485452247339714
2683,5.2408185651509,5.355726357223159,5.47755576649368
710,7.012360126675988,7.115858045963407,8.304518323509802
2164,5.139368602815259,4.881889030392777,5.221848749616356
4349,5.641233248348493,6.8672333799913226,6.767003889607846
5194,5.389579065871813,5.035544331336307,5.300000202445418
1188,7.46492194906981,7.468093860319824,8.179995693191682
2664,4.791405952164904,4.851065372410967,4.927750102386486
5663,5.409417972194663,5.3287848381542675,5.285670240254767
2457,5.044659436072035,5.764029587260871,4.899629454882437
5846,5.8050165628419705,5.55533532348527,6.318758762624412
5017,4.661291445502934,5.356684863523838,4.809668301829708
2741,6.663531830117844,6.534736555981039,7.886056647693163
2522,5.755694983729636,5.630654631719218,6.3979400086720375
