,ECFP6_2048,pairfps,pIC50
184,5.7961425206409345,5.992443305497148,4.698970004336019
1724,6.712375506174547,7.217251737777055,6.347173697438995
251,5.638549561641375,5.6923930659304505,6.219682687859849
1121,4.910970927342079,4.805338179070265,4.795880017344075
1486,6.7377014254961285,7.089791834011349,6.455931955649724
111,6.9772828499641255,6.751476489434111,8.154901959985743
1450,5.690023266383409,5.465617969167333,5.200659450546418
188,5.566747970389046,5.857946723653826,6.348721986001856
614,5.361950159965155,5.659562582445998,5.886056647693163
220,6.897574470397551,7.471144185238508,7.552841968657781
1175,7.370854463876558,7.64418491959376,7.853871964321762
1794,5.959607291156572,6.211920429588209,6.498940737782249
679,5.170064756245884,5.392907673245247,5.0
1368,5.822549222050164,6.123958174023315,5.864867348623225
544,5.59701267038863,5.788308350425787,5.508638306165727
746,5.649817656170182,5.704622212581712,6.064996848546345
570,6.02799581375864,5.464718472500194,6.7121982700697735
1656,5.600357150690323,5.6285006201323915,6.0
56,7.706473682693209,6.890799553563965,8.481486060122112
529,4.8557414513722215,5.267915398793759,5.0
486,6.015379094040429,6.638987387025337,5.958607314841775
1639,6.69664621719792,6.249641226499406,6.164943898279883
1423,5.44453322292928,5.347119793562647,5.760700520873107
1709,6.81289949096214,7.741720771865363,7.610833915635467
1729,6.972413989423068,6.94671773293498,7.675717544702307
1110,5.962249360126993,5.7547087211921335,5.831207979685818
1905,5.216054059805737,5.391320690913264,5.0
900,5.1028024428831085,5.04222217719899,5.3979400086720375
892,5.443565856572722,5.162638881444577,5.327902142064283
381,7.135451984215523,5.689072865351358,8.301029995663981
1187,6.893692263402435,6.786268495511071,7.207608310501746
324,7.195222186095254,7.384110685506082,7.045757490560675
1058,5.479075685870366,5.366205265537642,4.0
1875,6.119711326720936,5.666994347368173,5.0
819,5.485937889480706,5.252692365729706,5.00436480540245
1432,5.930348562246593,6.634191387996817,5.793984123236656
1702,7.407906542102051,7.365105757071348,7.113509274827518
914,4.461224991164603,4.491435752867471,4.555174800490252
1474,6.861561267457047,6.180843125350819,6.448550002027125
479,5.6237106844570945,5.827141743005432,5.795880017344075
