molecule_chembl_id,pIC50,canonical_smiles
CHEMBL269775,5.0,CC(CN1CCCCC1)OC(=O)[C@@H]1CCCN1C(=O)C(=O)C(C)(C)C
CHEMBL6683,5.0,CC(CN1CCCCC1)OC(=O)[C@@H]1CCCN1C(=O)C(=O)c1ccccc1
CHEMBL7237,5.0,CC(C)CC(=O)C(=O)N1CCC[C@H]1C(=O)OCCCc1cccnc1
CHEMBL269732,8.500038134403809,C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC
CHEMBL266660,5.0,CC(C)CC(=O)C(=O)N1CCC[C@H]1C(=O)OCCS(=O)(=O)c1ccccc1
CHEMBL269154,5.0,O=C(C(=O)N1CCC[C@H]1C(=O)OCCCc1cccnc1)c1ccccc1
CHEMBL266941,5.0,CC(C)(C)C(=O)C(=O)N1CCC[C@H]1C(=O)OCCS(=O)(=O)c1ccccc1
CHEMBL413,8.460046158343603,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C
CHEMBL6833,5.0,CC(C)CC(=O)C(=O)N1CCC[C@H]1C(=O)OC(C)CN1CCCCC1
CHEMBL6449,5.0,CC(C)(C)C(=O)C(=O)N1CCC[C@H]1C(=O)OCCCc1cccnc1
CHEMBL6809,5.0,O=C(C(=O)N1CCC[C@H]1C(=O)OCCS(=O)(=O)c1ccccc1)c1ccccc1
CHEMBL6367,4.68000002720016,CCC(C)(C)C(=O)C(=O)N1CCC[C@H]1C(=O)OCCCc1cccnc1
CHEMBL435507,5.318758762624412,CC1CN(c2cc(=O)c3ccc4ccccc4c3o2)CCO1
CHEMBL98350,5.6020599913279625,O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)cccc12
CHEMBL104468,5.1938200260161125,O=c1cc(N2CCOCC2)oc2c1ccc1ccccc12
CHEMBL179242,5.275724130399211,O=c1cc(N2CCOCC2)nc2c3ccccc3ccn12
CHEMBL188678,5.769551078621726,O=c1cc(N2CCOCC2)oc2c(-c3cccc4c3sc3ccccc34)cccc12
