molecule_chembl_id,pIC50,canonical_smiles
CHEMBL323869,8.602059991327963,O=C(CCCCCC(NC(=O)OCc1ccccc1)C(=O)Nc1cccc2cccnc12)NO
CHEMBL327146,9.0,O=C(CCCCCC(C(=O)Nc1ccc2ncccc2c1)C(=O)Nc1ccc2ncccc2c1)NO
CHEMBL116620,9.0,O=C(/C=C/c1cccc(C(C(=O)Nc2ccccc2)C(=O)Nc2ccccc2)c1)NO
CHEMBL98,6.698970004336019,O=C(CCCCCCC(=O)Nc1ccccc1)NO
CHEMBL346414,5.698970004336019,Cc1ccc(NS(=O)(=O)c2ccc(/C=C/C(=O)Nc3ccccc3N)cc2)cc1
CHEMBL95552,8.397940008672037,O=C(CCCCCC/C(=N\O)c1ccc(-c2ccccc2)cc1)NO
CHEMBL97387,6.221848749616356,CN(c1ccc(/C=C/C(=O)NO)cc1)S(=O)(=O)c1ccccc1
CHEMBL95835,7.823908740944319,COc1ccc(C(=O)CCCCCCC(=O)NO)cc1
CHEMBL97632,4.6020599913279625,CC(C)C(Cc1ccc(NS(=O)(=O)c2ccccc2)cc1)C(=O)NO
CHEMBL317570,6.522878745280337,Cc1ccc(S(=O)(=O)Nc2ccc(/C=C/C(=O)NO)cc2)cc1
CHEMBL99810,6.8696662315049934,O=C(CCCCCCCC(=O)c1ccccc1)NO
CHEMBL98346,7.0,O=C(CCc1ccc(NS(=O)(=O)c2ccccc2)cc1)NO
CHEMBL145891,8.0,O=C(/C=C/c1ccc(NS(=O)(=O)c2ccc(-c3ccccc3)cc2)cc1)NO
CHEMBL95959,7.187086643357144,O=C(CCCCCCC(=O)c1ccccc1)NO
CHEMBL100035,5.698970004336019,C/C(=C\c1ccc(NS(=O)(=O)c2ccccc2)cc1)C(=O)NO
CHEMBL99394,7.301029995663981,O=C(CCCCCCC(=O)c1cccs1)NO
CHEMBL95241,7.346787486224656,O=C(CCCCCCC(=O)c1ccc(C(F)(F)F)cc1)NO
CHEMBL147506,7.301029995663981,COc1ccc(NS(=O)(=O)c2ccc(/C=C/C(=O)NO)cc2)cc1OC
CHEMBL434466,7.3979400086720375,O=C(/C=C/c1ccc(S(=O)(=O)Nc2ccc(-c3ccccc3)cc2)cc1)NO
CHEMBL2093007,5.200659450546418,C/C=C1\NC(=O)[C@@H](CSC)NC(=O)[C@@H](C(C)C)CC(=O)C[C@@H](/C=C/CCSC)OC(=O)[C@H](C(C)C)NC1=O
CHEMBL95916,6.301029995663981,O=C(CCCCCC(=O)c1ccccc1)NO
CHEMBL319070,7.346787486224656,O=C(CCCCCCC(=O)c1ccc(Br)cc1)NO
CHEMBL95535,8.096910013008056,C=C(CCCCCCC(=O)NO)c1ccc2ccccc2c1
CHEMBL99456,8.698970004336019,O=C(CCCCCCC(=O)c1ccc(-c2ccc(Br)cc2)cc1)NO
CHEMBL95273,8.301029995663981,O=C(CCCCCCC(=O)c1ccc2ccccc2c1)NO
CHEMBL98911,6.815308569182402,O=C(CCCCCCC(=O)c1cccnc1)NO
CHEMBL95747,7.6020599913279625,O=C(CCCCCCCc1ccc2ccccc2c1)NO
CHEMBL148313,5.522878745280337,Cc1ccc(S(=O)(=O)Nc2ccc(/C=C/C(=O)Nc3ccccc3N)cc2)cc1
CHEMBL451182,8.221848749616356,O=C(CCCCC/C=C/c1ccc2ccccc2c1)NO
CHEMBL149534,6.698970004336019,Cc1ccc(NS(=O)(=O)c2ccc(/C=C/C(=O)NO)cc2)cc1
CHEMBL97108,4.769551078621726,CC(Cc1ccc(NS(=O)(=O)c2ccccc2)cc1)C(=O)NO
CHEMBL343448,7.443697499232712,C/C=C1\NC(=O)[C@H]2CSSCC/C=C/[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@H](C(C)C)NC1=O
CHEMBL95842,6.698970004336019,O=C(O)CCCCCC/C(=N\O)c1ccc(-c2ccccc2)cc1
CHEMBL148968,5.522878745280337,COc1ccc(NS(=O)(=O)c2ccc(/C=C/C(=O)Nc3ccccc3N)cc2)cc1OC
