molecule_chembl_id,pIC50,canonical_smiles
CHEMBL26083,5.6020599913279625,O=C1CCCN(c2cccc(Cl)c2)N1
CHEMBL25790,5.221848749616356,CCCCCCCCCCCCN1CCCC(=O)N1
CHEMBL38172,7.045757490560675,Cc1c(C)c2c(c(C)c1O)SC(CCCO)O2
CHEMBL444315,7.522878745280337,CC(c1ccccc1)N(O)C(=O)Cc1ccc(OCc2ccccc2)cc1
CHEMBL29874,4.4089353929735005,CCc1ccccc1N1CCCC(=O)N1
CHEMBL55762,5.886056647693163,COc1ccc(CCCC(=O)N(C)O)cc1
CHEMBL282558,5.2839966563652006,O=C1CCCN(c2cccc(C(F)(F)F)c2)N1
CHEMBL54360,6.6020599913279625,CN(O)C(=O)CCCCc1ccccc1
CHEMBL283419,4.102372908709558,O=C1CCCN(c2ccc(Cl)cc2)N1
CHEMBL52749,6.920818753952375,O=C(Cc1ccc(OCc2ccccc2)cc1)N(O)Cc1ccccc1
CHEMBL52241,6.221848749616356,O=C(Cc1ccc(OCc2ccccc2)cc1)N(O)CCCc1ccccc1
CHEMBL26084,5.886056647693163,Cc1cccc(N2CCC(=O)N2)c1
CHEMBL281981,4.275724130399211,O=C1CCCN(c2cccc(CO)c2)N1
CHEMBL55133,6.795880017344075,CCCN(O)C(=O)Cc1ccc(OCc2ccccc2)cc1
CHEMBL52896,6.0,CN(O)C(=O)Cc1ccc(OCc2ccc3ccccc3n2)cc1
CHEMBL30110,5.42021640338319,O=C1CCCN(c2ccccc2)N1
CHEMBL287426,5.251811972993799,CCOC(=O)c1cccc(N2CCCC(=O)N2)c1
CHEMBL285098,5.431798275933005,O=C1CCN(c2ccccc2Cl)N1
CHEMBL36043,7.229147988357855,CCCCC1Oc2c(C)c(C)c(O)c(C)c2S1
CHEMBL35004,6.769551078621726,CCCCCCC1Oc2c(C)c(C)c(O)c(C)c2S1
CHEMBL293296,7.301029995663981,O=C(c1ccc(OCc2ccccc2)cc1)N(O)CCc1ccccc1
CHEMBL27410,4.00436480540245,O=C1CCCN(c2ccccc2Cl)N1
CHEMBL52085,6.0,CN(O)C(=O)Cc1cccc(OCc2ccc3ccccc3n2)c1
CHEMBL54013,7.0,O=C(CCc1ccccc1)N(O)CCCc1ccccc1
CHEMBL54838,6.522878745280337,O=C(CCOc1ccccc1)N(O)CCc1ccccc1
CHEMBL53393,5.920818753952375,O=C(COc1ccccc1)N(O)CCc1ccccc1
CHEMBL55844,5.3979400086720375,O=C(O)CCCCN(O)C(=O)Cc1ccc(OCc2ccccc2)cc1
CHEMBL30151,5.468521082957745,Cc1cccc(N2CCCC(=O)N2)c1
CHEMBL285453,6.886056647693163,Cc1c(C)c2c(c(C)c1O)SC(C)O2
CHEMBL55620,6.698970004336019,CN(O)C(=O)Cc1ccc(OCc2cccc(Cl)c2)cc1
CHEMBL27409,5.522878745280337,CCc1cccc(N2CCCC(=O)N2)c1
CHEMBL29939,3.9030899869919438,CCc1ccc(N2CCCC(=O)N2)cc1
CHEMBL29544,5.173925197299174,COc1cccc(N2CCCC(=O)N2)c1
CHEMBL27411,4.721246399047171,CC(=O)c1cccc(N2CCCC(=O)N2)c1
CHEMBL301253,6.823908740944319,O=C(CCCCc1ccccc1)N(O)Cc1ccccc1
CHEMBL30067,5.031517051446065,N#Cc1cccc(N2CCCC(=O)N2)c1
CHEMBL7660,5.721246399047171,O=C1CCN(c2ccccc2)N1
CHEMBL26143,5.086186147616283,Cc1ccccc1N1CCC(=O)N1
CHEMBL285731,7.200659450546418,CCC1Oc2c(C)c(C)c(O)c(C)c2S1
CHEMBL53028,6.886056647693163,O=C(CCCc1ccccc1)N(O)Cc1ccccc1
CHEMBL55053,6.886056647693163,O=C(CCCc1ccccc1)N(O)CCc1ccccc1
CHEMBL274642,6.1249387366083,NC1=NN(c2cccc(C(F)(F)F)c2)CC1
CHEMBL177584,4.823908740944319,CC(C)(C)C(=O)c1cccc(N2CCCC(=O)N2)c1
CHEMBL29605,5.958607314841775,O=C1CCN(c2ccc(Cl)cc2)N1
CHEMBL415963,7.0,CC(C(=O)N(O)CCc1ccccc1)c1cccc(OCc2ccccc2)c1
CHEMBL26851,4.2839966563652006,CCCC(=O)NNc1ccccc1
CHEMBL290417,7.1487416512809245,Cc1c(C)c2c(c(C)c1O)SC(c1ccccc1)O2
CHEMBL432466,3.5575202309355514,Cc1ccc(N2CCCC(=O)N2)cc1
CHEMBL281259,4.2441251443275085,Cc1ccccc1N1CCCC(=O)N1
CHEMBL36936,6.2839966563652006,Cc1c(C)c2c(c(C)c1O)SC(CCC(N)=O)O2
CHEMBL8562,6.161150909262744,CC(C)(C)c1cc(/C=C2\CCOC2=O)cc(C(C)(C)C)c1O
CHEMBL51743,5.0,O=C(/C=C/c1ccc(OCc2ccccc2)cc1)N(O)CCc1ccccc1
CHEMBL54438,6.301029995663981,CCOC(=O)CCCN(O)C(=O)CCCc1ccccc1
CHEMBL52748,7.0,O=C(Cc1ccc(OCc2ccccc2)cc1)N(O)CCc1ccccc1
CHEMBL30244,6.136677139879544,O=C1CCN(c2cccc(Cl)c2)N1
CHEMBL29508,5.455931955649724,Cc1ccc(N2CCC(=O)N2)cc1
CHEMBL30131,4.187086643357144,CC(=O)NNc1ccccc1
CHEMBL55172,5.522878745280337,CCC(Cc1ccccc1)N(O)C(=O)Cc1ccc(OCc2ccccc2)cc1
CHEMBL293264,6.6020599913279625,COc1ccc(CCCC(=O)N(O)CCc2ccccc2)cc1
CHEMBL29414,3.8068754016455384,COc1ccc(N2CCCC(=O)N2)cc1
CHEMBL52572,5.698970004336019,CC(C)Cc1ccc(C(C)C(=O)N(O)Cc2ccccc2)cc1
CHEMBL26204,5.259637310505756,O=C1CCCN(c2cccc(F)c2)N1
CHEMBL290579,7.6020599913279625,CCCC1Oc2c(C)c(C)c(O)c(C)c2S1
CHEMBL30202,4.638272163982407,CCCCCCCCN1CCCC(=O)N1
CHEMBL35990,6.657577319177793,CCCCCCCC1Oc2c(C)c(C)c(O)c(C)c2S1
CHEMBL54453,6.698970004336019,CN(O)C(=O)Cc1ccc(OCc2ccccc2)cc1
CHEMBL51687,5.6020599913279625,COc1ccc(CC(=O)N(O)CCc2ccccc2)cc1
CHEMBL277815,6.5376020021010435,Cc1c(C)c2c(c(C)c1O)SCO2
CHEMBL28579,3.6903698325741012,COc1ccccc1N1CCCC(=O)N1
CHEMBL29413,5.7447274948966935,O=C1CCCN(c2cccc(Br)c2)N1
CHEMBL16913,5.4089353929735005,O=C(/C=C/c1cc2ccccc2nc1Cl)c1ccc(F)cc1
CHEMBL16603,5.3872161432802645,O=C(/C=C/c1ccco1)c1ccc(Cl)c(Cl)c1
CHEMBL459236,7.045757490560675,CCn1c(=O)ccc2cc(COc3cc(F)cc(C4(OC)CCOCC4)c3)ccc21
CHEMBL274474,5.455931955649724,Cc1coc(C)c1C(=O)/C=C/c1cc2ccccc2nc1Cl
CHEMBL17443,5.214670164989233,COc1cccc(/C=C/C(=O)c2ccc(Br)cc2)c1OC
CHEMBL21764,6.769551078621726,COCC1(c2cccc(OCc3ccc4c(ccc(=O)n4C)c3)c2)CCOCC1
CHEMBL303706,5.5376020021010435,Oc1nc(-c2cccnc2)sc1-c1ccccc1
CHEMBL434392,6.292429823902063,CO[C@@](C)(c1nccs1)c1cccc(OCc2ccc3ccccc3c2)c1C
CHEMBL67223,5.259637310505756,CCCCNC(=O)Oc1nc(-c2ccccc2)sc1CCC
CHEMBL20599,6.481486060122113,CC[C@@](OC)(C(=O)OC)c1cc(F)cc(OCc2ccc3ccccc3c2)c1
CHEMBL67434,5.292429823902063,CCCc1sc(-c2ccccc2)nc1OC(=O)NC
CHEMBL20953,4.3979400086720375,COC1(c2nccs2)CCc2ccc(OCc3ccc4ccccc4c3)cc21
CHEMBL21987,5.346787486224656,CC[C@@](OC)(c1cc(F)cc(OCc2ccc3c(ccc(=O)n3C)c2)c1)c1nccs1
CHEMBL20905,6.221848749616356,CCC(OC)(c1cccc(OCc2ccc3ccccc3c2)c1)c1cscn1
CHEMBL277035,6.301029995663981,COC1(c2cncs2)CCc2ccc(OCc3ccc4ccccc4c3)cc21
CHEMBL65940,5.619788758288394,COc1ccc(-c2nc(O)c(-c3ccccc3)s2)cc1
CHEMBL21880,6.657577319177793,CC[C@](OC)(C(=O)OC)c1cc(F)cc(OCc2ccc3ccccc3c2)c1
CHEMBL21841,5.958607314841775,Cn1c(=O)ccc2cc(COc3cc(F)cc(C4(O)CCOCC4)c3)ccc21
CHEMBL86676,7.096910013008056,CC(/C=C/c1cccc(Oc2ccc(F)cc2)c1)N(O)C(N)=O
CHEMBL21242,5.0,CC[C@@](OC)(c1cc(F)cc(OCc2ccc3ccccc3c2)c1)c1nccs1
CHEMBL69093,5.292429823902063,Cc1nc(O)c(-c2ccccc2)s1
CHEMBL303632,5.346787486224656,CCCc1sc(-c2ccccc2)nc1OC(=O)OCC
CHEMBL93,5.481486060122113,CC(c1cc2ccccc2s1)N(O)C(N)=O
CHEMBL22106,6.130768280269024,CC[C@](OC)(c1cc(F)cc(OCc2ccc3ccccc3c2)c1)c1nccs1
CHEMBL430908,4.3979400086720375,COC1CCc2ccc(OCc3ccc4ccccc4c3)cc21
CHEMBL440461,6.468521082957745,CC[C@@](OC)(C(=O)OC)c1cc(F)cc(OCc2ccc3c(ccc(=O)n3C)c2)c1
CHEMBL21401,7.0,CC(=O)C1(c2cccc(OCc3ccc4c(ccc(=O)n4C)c3)c2)CCOCC1
