molecule_chembl_id,pIC50,canonical_smiles
CHEMBL189920,4.958607314841775,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCC(C)C(=O)OCC(O)CO
CHEMBL189221,4.958607314841775,CC(C)(/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OCC(O)CO)CCCCC#N
CHEMBL192968,4.958607314841775,CC(C)(/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OCC(O)CO)CCCCO
CHEMBL58624,4.6020599913279625,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OCCO
CHEMBL336239,4.42021640338319,OB(O)c1cccc(C(F)(F)F)c1
CHEMBL453758,4.508638306165727,OB(O)/C=C/c1ccc(-c2ccccc2)cc1
CHEMBL143399,4.0,OB(O)c1cc2ccccc2o1
CHEMBL34964,4.494850021680094,OB(O)c1cc2ccccc2s1
CHEMBL485946,5.102372908709558,CCCCCCCCCc1ccc(B(O)O)cc1
CHEMBL485742,4.721246399047171,OB(O)c1ccc(-c2ccccc2)cc1
CHEMBL143654,4.698970004336019,OB(O)c1ccc(C(F)(F)F)cc1
CHEMBL20421,4.1487416512809245,OB(O)c1cccc(-c2ccccc2)c1
CHEMBL454297,3.0877779434675845,C=CCCC(=O)N1CC(CCC=C)C1=O
CHEMBL487449,3.1824346304402193,C=CCCCC1CN(C(=O)CCC=C)C1=O
CHEMBL551567,4.366531544420414,CCCCNC(=O)Oc1ccc(-c2csnn2)cc1
CHEMBL561924,6.853871964321762,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCN1C(=O)C=CC1=O
CHEMBL560119,5.075720713938118,CCCCCCNC(=O)Oc1ccc(C2=NCCS2)cc1
CHEMBL557234,5.6777807052660805,CCCCCCCCCCCCNC(=O)Oc1ccc(C2=NCCS2)cc1
CHEMBL569368,6.0,CCCCCCCCCCCCNC(=O)Oc1ccc(-c2csnn2)cc1
CHEMBL557506,4.619788758288394,O=C(NCc1ccccc1)Oc1ccc(-c2csnn2)cc1
CHEMBL557916,4.721246399047171,CCCCCCNC(=O)Oc1ccc(C(=O)OC)cc1
