,ECFP6_2048,rdk,pIC50
305,4.182628536222481,4.169398323900224,4.1249387366083
1283,8.506535291961912,8.313212777609861,9.0
368,5.111919232565216,5.256482177735312,5.096910013008056
479,7.452711916251677,6.999847870527619,8.050609993355087
1537,7.633087230251522,7.5990073655356465,8.09151498112135
1674,8.352519431738001,8.296124533975856,8.221848749616356
519,2.2163044870975654,2.509770188010484,2.9281179926938745
1982,4.444017588420159,5.593888215101809,3.87942606879415
1873,5.68776080743429,5.675927829110676,4.370590400897281
100,6.9234457747831435,6.599397689267856,6.663540266151471
1261,7.588693859525253,7.6954951404432945,8.537602002101044
111,3.237587820033902,3.6659103378733975,3.0
1822,8.907337410601796,8.947623486676965,8.886056647693163
70,6.140976973184824,6.968973695227605,6.159266765388193
1107,8.860429589328072,8.946592668020815,9.0
1007,8.998699570351715,8.923883482723118,9.0
530,2.4594141389793758,2.056330934183781,3.309803919971486
982,8.910270512709225,8.932081832355104,9.0
361,5.23545727721559,5.311827158765749,5.1938200260161125
707,6.197854409290648,6.006566295138886,5.721246399047171
56,4.56281198029234,4.569464347007715,4.3979400086720375
818,6.213095908619028,6.680951308722166,6.7447274948966935
1073,8.892257089087837,8.871653414284548,9.0
281,6.108364942318631,6.211553077100664,5.0
1259,7.0735444972540655,7.105272195249155,5.764471553092451
1473,7.51658997032142,7.631966457422828,7.568636235841013
1120,8.774683287046821,8.900857561029135,8.920818753952375
1316,8.152115544571842,8.226719022381568,8.142667503568731
618,6.759527363569208,6.957538260275492,6.958607314841775
1860,4.6389975684867935,4.452859554453704,4.642065152999546
1566,8.770980351273481,8.716613927795812,8.2839966563652
211,6.467458356387449,5.728266423651837,7.080921907623926
1298,8.637195361040428,8.531074273272225,8.337242168318426
1861,4.502697648446207,4.415716024198061,5.481486060122113
1652,7.349180148217976,7.526038962139221,8.657577319177793
1953,5.344148880604327,5.630493647601745,6.075720713938118
124,5.929062315886428,5.7041767203571,5.301029995663981
422,6.544832298862251,6.236739756553973,5.795880017344075
1587,8.434086507775481,8.72589040936378,8.327902142064282
1089,8.941958458547168,8.85734537023413,9.0
1144,8.8084232213472,9.032121449507304,9.0
561,4.284839396928889,4.5207687947181,4.522878745280337
865,5.290756897697116,5.191563947748773,5.0
464,7.808131357438683,8.174437392342263,8.119186407719209
29,6.0871239433725055,6.086373973066188,6.0
1972,4.368546013232171,5.105166680368453,5.899998417198648
471,6.209762205269862,6.005707904398186,6.886056647693163
942,9.727324871614003,9.353195037991025,9.522878745280336
602,6.8548598455937135,7.075375611120701,6.6777807052660805
746,6.047542675047838,5.255053838341846,4.853871964321762
350,5.792490485144752,5.744283842854937,8.522878745280337
196,5.770973354364627,6.225032010787113,5.221848749616356
1449,7.3744896954726125,7.4282457468714105,7.267606240177032
394,5.341623757743325,5.3106564364982916,4.920818753952375
1420,8.876956743440086,8.683115773752233,9.0
485,2.1835758268831036,2.948710454547554,3.408935392973501
1317,8.914683694541202,8.799571484240213,9.0
1809,8.584954091389982,8.66052507181233,8.67778070526608
1824,9.074094736646572,8.994856335723892,9.0
1057,8.539437798425958,8.689167951621974,8.522878745280337
607,7.232998343006412,5.9960840604867665,5.275724130399211
637,7.454189731271752,7.3577175749522254,7.366531544420414
538,4.9575306454194985,3.7324574054255875,3.5228787452803374
745,4.317031834414082,3.867852064925152,4.853871964321762
576,5.214126046659183,6.04299201609068,4.481486060122113
994,9.039945919327096,9.070787535677635,9.0
65,4.7724730985776835,4.970690950754355,4.346787486224656
1565,8.583843388383274,8.599944252727779,8.2518119729938
2022,5.3425351864479165,5.317649732759372,5.114073660198569
999,9.025785467299945,8.961076978507595,9.0
582,7.637801502673398,7.529688830511741,7.619788758288394
704,6.266549263337649,6.043463446000063,6.508638306165727
1210,7.899742406186842,7.943782486269331,8.013228265733755
1599,8.523069333273437,8.032350913418778,8.769551078621726
1102,9.01072549097576,8.948628669806645,9.0
921,9.068424507000397,8.171790636633151,8.522878745280337
414,6.029449453436338,6.115914692282044,6.096910013008056
450,5.026787925077852,5.722187169849922,5.0
889,7.35327269184368,7.1607950320047,7.356547323513812
128,3.0283011405374793,3.0156250880234468,3.0
1820,8.483123804055854,8.701486903666309,7.97061622231479
554,5.094752938159908,5.052666661469543,4.120330794367947
944,9.0804063017554,8.879922912848516,9.522878745280336
298,6.463175769320561,7.289920500628041,7.221848749616356
231,5.393249885308126,5.65048760414107,4.795880017344075
1146,9.081226821160824,9.312798742847427,9.0
1027,8.81824218887932,8.825326947260622,8.744727494896694
861,5.273149073580807,5.080249875170899,5.0
1425,9.039455071553599,8.99029884734408,9.0
307,5.176269952399192,6.700541851402042,6.7447274948966935
1078,8.93857596304356,8.887255806588984,8.886056647693163
210,5.316374638746748,6.443863833561453,5.823908740944319
