,ECFP6_2048,pubchem,pIC50
184,6.1202209544200805,5.6568708132362024,4.698970004336019
1724,6.6955345683637475,6.651101143604423,6.347173697438995
251,5.840211020048343,5.833269846910831,6.219682687859849
1121,4.854626243513734,5.275235171936122,4.795880017344075
1486,6.80388802955908,6.576020468101262,6.455931955649724
111,6.6382082251022325,6.0563265230071375,8.154901959985743
1450,5.5390674128058315,5.86343696493206,5.200659450546418
188,5.492198565257038,5.5042556667546,6.348721986001856
614,5.42472401538811,5.348875269327938,5.886056647693163
220,6.769684403640129,7.07065343534759,7.552841968657781
1175,7.243277921973149,7.341528571828929,7.853871964321762
1794,5.929155627043468,5.76893222165706,6.498940737782249
679,5.196539950709063,5.321271995120009,5.0
1368,5.590413723417863,6.162987295875795,5.864867348623225
544,5.5446728397855525,5.32031517369418,5.508638306165727
746,5.240142084318761,5.6777577486786175,6.064996848546345
570,5.983412686962148,6.054954170735391,6.7121982700697735
1656,5.6364498178482885,5.801883839229121,6.0
56,7.935809943284192,7.402086121214565,8.481486060122112
529,5.1029113855118275,5.195002094626042,5.0
486,5.833293746808771,5.960205525522686,5.958607314841775
1639,6.755883251670047,6.6027918757206105,6.164943898279883
1423,5.590475867873346,5.913106928801763,5.760700520873107
1709,6.869007939223869,6.775796048284036,7.610833915635467
1729,7.217160442668813,7.18859622780342,7.675717544702307
1110,5.884947114803165,6.21900843093987,5.831207979685818
1905,5.078353819100663,4.850181875298574,5.0
900,5.162623703266995,5.189877621839983,5.3979400086720375
892,5.2909248179991515,5.796298651223364,5.327902142064283
381,7.4820422942906,6.421849381860844,8.301029995663981
1187,6.656915518389753,6.654941643269794,7.207608310501746
324,7.118166393933245,6.9000668987411675,7.045757490560675
1058,5.085135371296219,4.7063355575755335,4.0
1875,6.15960574502971,5.770765555140121,5.0
819,5.264866376274913,5.440863992152039,5.00436480540245
1432,5.897162960062047,5.1440300527120995,5.793984123236656
1702,7.325133212303466,6.833251033753028,7.113509274827518
914,4.657754986289798,4.673019871453337,4.555174800490252
1474,6.829744675554116,6.981365147658939,6.448550002027125
479,5.613278080186512,5.808014558527356,5.795880017344075
1087,5.353459961299311,6.0169269863689046,5.512437439743622
1876,5.833495981392116,5.740670492747575,5.542118103266008
1785,6.0774619083372725,6.260394742112694,7.244887733604929
543,5.169595665209283,5.086554000696619,5.0
1259,8.033765511014646,7.481050221878277,8.698970004336019
231,7.489062284911527,6.7242427817223405,7.886056647693163
1701,7.047521336405221,7.475998073223085,6.671620396561262
1916,6.099103675347955,6.082514265252152,4.214670164989233
942,4.791993722741609,4.819114013316159,4.439615077027985
1803,5.917466577888913,5.927370941546209,5.438898616350944
792,4.885219584152577,5.095084083990001,5.0
1009,5.71547762681806,5.916701623013251,5.636388020107856
534,5.079589910557899,4.959309883884652,5.0
599,5.313855053999946,5.283757492363132,5.0
70,6.943213639967598,6.584572414496939,7.167491087293763
809,5.7107032732695,5.57234943674329,4.795880017344075
29,7.065586693924102,7.230171906965381,6.6777807052660805
1117,4.960857280590462,5.429995602948404,5.972650392225243
100,5.549711394767148,5.760030254549186,6.170696227168975
693,5.004057816489669,5.185773953429502,5.0
1654,5.750446377577478,5.237213903344468,5.0
2000,5.505333060158999,5.5892233754393725,5.0
196,5.7541955504655,6.516177687539381,6.1073489661227
978,7.255868231228406,6.958085698503649,7.275724130399211
211,6.6215207915414975,6.768126268935962,7.769551078621726
368,6.08327723865313,5.6981131008028285,5.795880017344075
1680,6.059778539680086,5.6759355149545545,6.0
1281,7.324611660573409,6.62968820791081,6.403402904373539
2042,4.9596917877090645,4.807562873589224,4.522878745280337
414,8.164622310114632,7.896280345020015,6.684029654543083
1005,6.798949192790339,6.5482705376976575,6.698970004336019
968,6.375410525380288,6.84160798488891,6.229147988357855
527,5.143338310225432,5.172237924261836,5.0
1652,6.759734546849447,6.363904581593756,6.0
650,5.042499006513666,5.960094571219715,5.0
65,7.280783219884163,7.4909558451933,8.142667503568731
1578,7.33254773601481,6.875253287926722,8.508638306165727
654,4.982263220283549,4.903082482919773,5.0
701,5.1273729752872255,4.998193821794541,5.0
1029,6.765156347926623,6.241817789228841,7.481486060122112
1328,6.739172679389182,6.648333819602792,6.909988975992853
429,8.53875177607514,8.010282157178862,7.602059991327962
806,5.51865230588344,6.047438651684326,5.7447274948966935
755,5.5682579555913465,5.872841601216376,7.055517327849832
535,5.227802887283662,5.519539930347203,5.0
1604,6.632292120440884,7.2996503532907395,7.795880017344075
1582,7.120531704735107,6.29866823599415,7.356547323513812
382,7.333637342789022,6.549270430200916,7.443697499232712
670,5.078962406109528,5.138262467861412,5.0
1043,5.492502895101876,4.900425936625586,5.309803919971486
772,5.26886448897218,5.179730054584502,5.468521082957745
834,6.9938728511099875,7.1188224604461166,7.119186407719209
305,6.90847257392157,6.857013697212315,7.0
2008,5.551214254384064,5.703334120851909,5.324221658325915
1612,6.902300465117558,6.265513995835291,5.0
321,6.901373342647502,6.9000668987411675,5.823908740944319
316,6.703888520750924,6.671118201225764,7.0
1322,5.526615425645009,6.1566499141320365,5.6099998081597775
1385,5.623016957389151,5.237165794884172,5.16083631708535
2035,4.6765181136310305,4.948154653050347,4.823908740944319
1778,6.938757996171109,6.997494978098272,7.634512015109101
1882,7.052982314874963,6.908388922908314,6.886056647693163
1163,7.087100730661333,7.002179475533698,7.657577319177793
879,7.984187960393514,7.614317428755403,8.221848749616356
1583,7.235289088041455,7.140801530724441,7.107905397309519
1476,6.448857276942102,6.591658640942139,6.0
715,5.085135371296219,4.7063355575755335,4.0
741,5.07516778026477,5.120842198329291,5.0
478,6.1735953930181715,6.092655980901693,5.3979400086720375
1668,6.238701226471595,5.682064309035053,6.0
210,7.129503220574784,6.980370559929158,6.892790030352131
69,8.343112633291366,8.482052134620844,8.958607314841775
233,6.840967696153906,6.623905941553155,8.173925197299173
582,4.871306092115678,5.13107600422464,5.0
720,7.856305014399864,7.101816387202153,8.096910013008056
862,4.947186479497457,4.930978595506122,5.0
124,6.538402759843751,6.36140713390718,5.778064400171995
254,4.754322103392829,5.193213338715297,5.0343280287798935
707,4.998564935847498,4.9883239025423824,5.0
2007,5.773578345420882,5.703334120851909,5.995678626217358
1568,7.03784205205558,6.886218206024833,7.448550002027125
128,5.991107814290007,6.352119481137594,7.692503962086787
99,7.967675015327689,7.760358337930322,7.376750709602099
832,6.9870162372691365,6.897756658157603,7.182434630440219
617,5.145589420495507,5.169394100072394,5.0
752,5.406992709754157,5.872841601216376,5.522878745280337
538,4.859069201542244,5.182780047954391,5.0
374,5.579810140305125,5.684559860590613,5.3979400086720375
1952,4.531821706359733,4.415293899228827,4.8344589232776265
1664,5.835217145517008,5.974754466118368,6.0
351,7.061447782196457,7.142012774241719,6.4089353929735005
1384,5.652849019860396,5.636851218494308,6.078313524516398
1530,6.777145204035023,6.957180784808547,6.657577319177793
1992,5.647782785863364,5.764172090479564,5.0
1269,8.047279402543616,7.408769938119081,7.585026652029182
1036,4.748027451560091,5.205052787226763,5.022276394711152
904,5.3370921620241845,5.188232435650844,5.0
420,7.7090694639881585,7.460037055971034,8.537602002101044
943,4.645894426110972,4.700911350511197,5.067779986122881
275,6.975706735812847,7.185427395696002,7.397940008672037
507,4.99733144704905,5.044252346443283,5.337242168318426
706,5.032015678558033,5.138262467861412,5.0
1662,5.510942421267436,5.646986130756529,7.154901959985743
2018,5.44715401487352,5.532012887380562,5.657577319177793
1888,6.066899578507431,6.2717586191657855,7.045757490560675
1424,5.2009910333964475,5.898131557941335,5.536107011014093
1305,5.542722165956603,6.61625850665903,6.275724130399211
1037,4.748027451560091,5.205052787226763,6.128427064454121
590,4.824128749673482,4.842991883146794,5.0
1726,7.64475333427268,7.431791614301723,7.305394801066432
973,6.110528186253069,6.197165873778667,6.452225294612178
212,7.430908794446469,7.380419377674044,5.920818753952375
2006,5.682174667408685,5.673645234412958,5.605548319173784
555,5.9843340810712125,6.0425390519020645,5.521433504406157
519,5.16020046131514,5.042093508341177,5.0
1854,5.477934384201401,5.347830859983975,5.3872161432802645
572,6.017525322890902,5.637919892410427,5.614393726401688
1050,6.145181749254295,6.009979976835129,6.58838029403677
1342,6.645284538038341,6.844731801190491,6.799998134593398
963,5.46325281742008,5.652940318301279,5.3979400086720375
1427,4.736206787936071,4.7715425337625375,5.737074530668169
922,6.510424678640244,6.44231463531891,6.777283528852417
1611,6.303689795996203,6.265513995835291,5.346787486224656
781,4.825576290788246,4.973211246455612,5.0
1720,6.8655952789752375,6.688921860200507,6.219466674683596
1624,6.496421344315244,6.396461787663682,6.069407511557402
936,5.447545233577948,4.982816871370076,5.0
239,6.584768778837619,6.191300300453254,7.207608310501746
1313,5.3562115840062665,5.391069688803377,5.470000200122707
1477,6.930459097439027,6.361998365625349,7.1938200260161125
993,7.683891379651515,7.084652358928119,5.0
1710,7.692080425438271,7.304182791832232,7.481486060122112
1559,7.132502644759966,7.024989244115449,7.001740661576301
1111,5.766146071554686,5.823982581455937,5.727694155597914
115,6.114510048099044,6.41981648467021,7.522878745280337
1198,6.688510175366088,6.979151378872783,6.903089986991944
1919,4.438470632348702,4.832430699146028,4.403402904373539
1116,5.17551165825665,5.798410129219053,6.200659450546418
1640,6.436684188873543,6.219443218031724,6.267606240177032
1717,6.780881340664555,6.79111719734048,7.028260409112222
909,5.296067735948284,5.189877621839983,5.301029995663981
1599,6.720996340801018,6.916648051861656,7.42021640338319
1902,5.305912009296126,4.910705897131292,5.0
530,5.0541930351009094,5.372114195490807,5.346787486224656
237,6.091758272032654,5.795806340006054,5.563837352959244
1971,5.163258765815621,5.262656176348734,5.018634490921456
1509,5.332533776256658,5.910825071835245,4.735182176990463
1200,6.688510175366088,6.979151378872783,6.954677021213342
1996,5.502743739931631,5.579199684890761,5.785156151952302
1331,6.982538985495896,6.758000592037737,7.169989064063882
366,5.268568772314293,5.0522292783719855,5.3979400086720375
120,4.979898233762424,4.86137461009821,6.2839966563652006
1655,5.750446377577478,5.237213903344468,5.0
1137,6.448815181276849,6.2225051924334265,5.542118103266008
651,4.951369200283903,5.969210948715479,5.0
453,6.872755967545262,6.889671744318997,6.742321425130816
1165,7.243277921973149,7.341528571828929,7.33161408331
297,7.091695255845497,6.056637307451077,7.0
135,7.065663132001309,6.685036265237449,7.801342913045577
354,7.061447782196457,7.142012774241719,7.154901959985743
585,4.681741868959639,4.996021668769009,5.537602002101044
999,7.244671209077433,7.390014810105125,5.958607314841775
342,6.070767894379372,5.513836973373341,6.267606240177032
610,5.070453576738154,5.06625830148623,5.0
1466,5.739562501282595,5.425077200046018,5.522878745280337
1006,6.754244109003088,6.241043308244101,5.552841968657781
1645,6.8684123736775575,7.04284082362816,6.481486060122113
109,7.051515612542345,6.545432741510925,8.045757490560675
1964,5.714495697978895,5.7536593455531895,4.853871964321762
1988,5.600042591935985,5.46094482635827,5.982966660701219
1811,5.818791924099264,5.653857197757683,5.560825260156531
281,6.8442692529889095,6.683811908371735,6.548213564475709
1352,7.502764608172706,7.416175637964163,9.1249387366083
1962,5.109457135333558,5.187448451744734,5.170053304058364
1837,4.944637093586345,4.7440264264374,3.962573502059376
63,6.802304545793715,7.226630695701551,7.924453038607469
1314,5.751362994654872,5.694206615503412,6.0
548,5.946841265336602,5.95259152508581,6.764471553092451
1090,6.615036008923664,6.360851825671342,6.673664139071248
1404,6.3975038692075366,6.161520796150495,5.648783654660658
812,5.600772029477604,5.166891849963637,5.1938200260161125
1502,4.816221336537007,5.087609951355333,5.698970004336019
637,5.032852153014576,5.239652575139133,5.0
1004,7.083421763952601,6.24290199709541,7.229147988357855
383,7.654565929038307,6.603703915043796,7.958607314841775
1173,7.087100730661333,7.002179475533698,8.154901959985743
483,6.544911482083798,6.780062528909687,6.903089986991944
893,5.4868079679424975,5.668094130598181,5.0
705,5.1117818588740525,4.9883239025423824,5.0
1084,5.601444570153794,5.403006672755524,5.3979400086720375
307,5.720225519726669,5.63600225907943,4.889410289700751
247,5.530382810135048,6.008099323390265,5.0
464,6.621521098373857,6.21650763539553,6.537602002101044
1692,6.6656679422491605,5.371358869903206,6.756961951313706
485,5.56602755686112,6.285911367977416,4.356547323513812
1387,5.0399545108686805,5.648427308425808,5.687611050629408
2038,5.066305036800903,4.516588791179399,4.522878745280337
1309,6.248380485453191,6.1870157866824975,7.214670164989233
1498,6.05201273245325,6.577042585078771,6.460923901207224
121,6.152815961887385,6.318796324359958,7.481486060122112
985,5.608967134828046,6.299313750791438,6.161150909262744
23,7.476549858793724,7.230171906965381,6.481486060122113
350,6.905375000497167,7.027013307811048,5.698970004336019
588,4.972465675111721,5.180167330539704,5.0
427,8.18042582443936,7.86623867790524,8.769551078621726
1601,5.893550275797867,7.766104377376655,6.522878745280337
1855,5.477934384201401,5.347830859983975,5.823908740944319
836,8.096479295718789,7.872190049912803,8.017728766960431
1998,5.819808854782654,5.807042246743476,5.429457060118103
49,7.600100972019286,7.545777174610995,7.876148359032914
173,7.756039196400422,7.723570935096667,8.215382707367125
849,8.20436038166325,8.20073438431077,8.192464971931146
289,7.131319494654236,7.048113704989394,6.732828271596986
1808,7.2305341834114305,7.67868007148949,5.1664704182413566
1810,5.875334956370712,5.653857197757683,5.251811972993799
1144,6.734274892279518,7.224190944515667,6.935542010773082
422,8.53875177607514,8.010282157178862,8.508638306165727
1229,6.479397454943875,6.800465216569332,7.0
1181,6.816307798240377,6.035133294030914,9.431798275933003
583,4.83761829428695,4.921022570839769,5.200659450546418
1703,7.123651487477957,7.023019949879197,7.072116589669293
306,7.08000060151616,7.011926348073922,6.508638306165727
2015,5.429981223601026,5.5724813550967385,5.3979400086720375
736,5.040499799134161,4.948144441744947,5.0
889,5.229156952005096,5.233135222447193,5.568636235841013
450,7.075314200761947,6.712317783747871,7.008773924307505
256,5.360220707944872,6.520438245147014,6.120904120499927
630,5.210072822343829,4.951846080531357,5.0
1618,6.6316313873643935,6.607011339422243,6.795880017344075
1063,5.407063966875359,5.692319450490193,6.3448615651886175
1999,5.592537832571018,5.764172090479564,5.0
771,5.3780310362014445,5.303036595451096,5.096910013008056
