,ECFP6_2048,pairfps,pIC50
2268,7.831317889987966,7.731199743788986,7.468521082957745
3529,7.995867294026643,7.229262376616245,7.697885623043799
3916,5.076247681542061,4.8796402257290685,4.454321850207974
4371,5.589246845082199,5.147780864441911,5.701146923590294
544,5.90341994554777,5.279323028638558,4.2699999970646445
2225,6.855139494410332,6.34840530132973,6.6777807052660805
3739,4.416482986609374,4.020891929451355,3.3010299956639813
2887,5.941787441326657,5.891481708460936,4.801342913045577
228,5.9748398536691365,5.554298521820604,5.886056647693163
393,7.233052778878204,7.270558235466467,7.929962133392243
4917,6.355432424942183,5.87957427092425,6.941573975542995
1964,9.380787862163922,11.091683173601723,9.30102999566398
2650,4.89235013047183,4.8011827799626765,4.697452627512514
3017,5.211596160902703,5.26209286990631,5.251811972993799
401,7.196232524069761,7.413064465024631,7.730020323354676
4974,5.8398888750526305,5.9168213806253505,6.080921907623926
2173,4.673082482871783,4.73759708502737,4.832682665251824
3939,5.641887997682968,6.208413960350197,5.174573882232177
3181,6.663290550907211,6.036083842997878,6.370590400897281
346,7.17582297704178,6.774600949750784,7.010016541698601
1550,6.080391537647549,5.588425990537641,6.716698771296451
5714,5.147332172872798,5.437697527057841,4.943095148663527
705,6.471640137082211,7.087507240795819,8.657577319177793
3951,5.419594499689623,5.210257726347121,5.1938200260161125
4645,3.881553218517954,4.22896733030517,3.882397308309916
2358,5.088760791787382,4.4049395152330995,4.911509529817604
4338,6.832749590166257,7.027456448957855,7.366531544420414
4440,5.881449986501779,5.5661994058888675,5.236572006437063
2521,5.475356694122246,5.111446559456594,5.106238237942057
4059,3.8597803162766846,4.344427610129618,3.0
2986,2.6654574504099737,3.4162866811444252,2.9706162223147903
410,7.98074784094037,8.3292446427067,7.886056647693163
5620,5.807187429767844,5.397930845590212,5.0
3080,7.317097672550827,6.99038348672995,6.632644078973981
3375,8.009151059623363,9.709512496371023,10.571055709964426
3767,5.353032909061886,5.237758172958936,5.2225731776106885
5910,4.074274520998416,4.929664192099239,2.710634048479968
755,7.452692488299275,7.410325458711332,7.920818753952375
1496,6.230215320934149,5.831515969644772,5.552841968657781
4631,6.483789844328497,6.663076280186388,6.958607314841775
5377,5.000622193612766,5.365894851936074,4.75559916619863
6045,6.31992640851153,6.266058714931618,6.638272163982407
1086,5.094850402535199,5.483422732006807,5.522878745280337
3148,4.868483376795037,5.1689552422058425,4.533132379645891
4081,3.9075539837490307,3.971759997443013,3.6989700043360174
2399,4.620278178981677,4.216045341248605,3.6989700043360174
3688,5.439247464889197,5.624920898211191,4.915245036820646
808,5.556844514372798,5.665531090639518,6.292429823902063
1514,5.786493196762591,6.0900452820222934,5.101823516502323
3684,6.4795829189341525,6.558397060719093,7.366531544420414
1780,8.234059360252743,8.62520750730973,9.318758762624412
1611,4.605598735243665,3.4585040539362963,3.2967086218813386
1650,5.439335317070787,5.4183510131813355,6.154901959985743
730,6.480987387962768,6.654374852567909,7.769551078621726
5137,5.325236344971703,6.01112557329077,5.578396073130169
4108,3.0522592558397257,3.4957048029414293,3.047788941891331
4765,8.274286674864417,7.26438482026843,8.787812395596042
2181,4.560256692596345,4.780804023003146,4.809668301829708
4727,3.880038243131459,3.919459069339441,3.686976889676762
5136,5.522226211617465,5.663817340682651,5.437707135543525
1144,8.102751186259292,7.4996891937825705,8.247951552180561
1302,4.107077070713036,4.0554035892416955,4.301029995663981
167,6.146572295423077,6.0444908912417405,6.79317412396815
4837,4.61520910636882,4.947984326170782,4.543633966870957
233,5.027474763930402,4.799114560573875,5.0
5569,4.266450253989996,4.626584363746113,4.301029995663981
3827,5.991378289192052,5.540910512007397,5.798602875679548
2418,8.73034353718503,8.5659882008909,8.860120913598763
960,6.37761576177374,6.61149006890748,7.552841968657781
4909,6.346684212192431,5.982877430817316,6.991399828238082
3691,5.294125910304841,5.545771378950259,4.513286224017515
3555,7.526118230619036,7.632605392805754,7.815308569182402
2929,4.824034024050289,4.616807506208113,4.145693958198919
1371,6.228801065785288,6.555305278844294,6.485452247339714
2683,5.02399078630123,5.995927278157916,5.47755576649368
710,6.837570748817362,6.363131553450801,8.304518323509802
2164,5.369462647629902,4.951062515740672,5.221848749616356
4349,5.893671626372001,6.686498926928613,6.767003889607846
5194,5.058966458646057,4.96032744732065,5.300000202445418
1188,7.403243118932323,7.857248494191874,8.179995693191682
2664,4.701803539756402,4.905681222534307,4.927750102386486
5663,5.106736962103834,5.33528205622253,5.285670240254767
2457,4.871809479552245,5.603472731000659,4.899629454882437
5846,5.718268312074484,5.796102496538793,6.318758762624412
5017,5.521666194523711,5.160197445881503,4.809668301829708
2741,6.651674159719342,6.77404298301849,7.886056647693163
2522,5.8396483206635486,5.442306176888841,6.3979400086720375
3409,2.601485605908419,2.84170327389604,2.530177984021837
5476,4.767334929119709,4.89495448962868,4.658763376761308
1623,5.378299789845601,4.033425586560454,3.196542884351586
5642,5.170756489716788,5.285743165408988,4.881735273910521
3339,6.113068869950299,6.488278537743912,6.522878745280337
2346,4.58353664943413,4.887546607038578,4.638839004804974
2008,5.406117338434637,5.4317853322029,4.385841290490825
319,8.045487415480784,7.710068277241096,7.698970004336019
747,7.183696354903817,6.655605212156605,6.515700160653214
1426,8.796037810908555,8.371939625607821,9.173925197299171
1084,5.9430906492907685,5.395464731275951,5.522878745280337
2997,5.114614301186435,5.283803584426028,5.414539270491499
4377,4.658704484843165,4.763933388347519,4.522878745280337
4576,5.258129473397644,5.440964637766627,5.432973633840939
4990,6.092972079579824,6.120108807185028,6.522878745280337
4988,5.98092580131186,6.179725916168994,6.060480747381382
1074,7.0117611961694895,7.138399829551842,7.443697499232712
5509,4.239124409082361,3.878945720256204,4.0
3614,6.198366027788355,5.116871878609561,5.200659450546418
1351,4.855503546637582,4.941920284232805,5.045275209020937
4013,7.170342828757247,7.614690868697271,7.522878745280337
3066,6.07549633723664,6.715762300588725,6.08600081756968
5711,5.116586282227398,5.031144105813218,4.454692883534176
1706,6.407879561507436,6.602285484597385,6.405607449624573
80,6.180693231857017,6.348968247200475,5.823908740944319
1694,7.039182404239683,7.137865218046678,7.443697499232712
3505,5.440195977554926,5.583599672238828,5.172630726946175
4396,5.646659054730397,6.0746023800008215,5.0
1406,5.079149821837783,4.95476572436208,4.161150909262744
1042,4.899456924534913,4.639678168187175,4.0
4977,5.907076832908344,5.996146716353363,5.950781977329818
6054,6.164969190457495,5.825498645952959,6.52432881167557
2344,4.52653437816262,4.888525900673007,4.645315446045271
79,5.712169229505731,5.952783059358678,4.958607314841775
3126,5.103553161261711,4.706996400577899,3.81864240797155
1335,4.293654837263135,4.266889826062847,4.301029995663981
2499,4.010584507336398,4.238477333961642,4.107905397309519
4712,7.51240204140466,6.0641321329034374,6.584025588623434
