,ECFP6_2048,rdk,pIC50
3050,8.78337866153287,8.92950309226323,9.431798275933003
2678,8.069418562200463,7.970962494119712,7.696803942579511
2958,8.04435644026551,8.505973898283589,8.229884705212898
3113,5.983110317202355,6.246101147647426,5.393511149557352
139,6.066451129029253,6.022237389324552,5.221848749616356
3072,5.056812296793627,4.9806523921814625,5.0
2542,8.209457214022535,8.299771533578905,8.443697499232712
2381,8.859435927071903,8.517986538055082,8.744727494896694
2963,8.050574138947871,8.435439742884077,8.229884705212898
1414,8.998260487886837,8.88594184145344,9.110026361596004
1391,8.55058017835201,8.708380334861173,8.609948503541013
1582,8.074558734885548,7.597021112622098,7.730020323354676
610,6.972269010337151,6.963150741524396,8.154901959985743
463,5.14369807329519,4.9580756220891065,6.698970004336019
192,6.372130187419179,6.244081059625919,7.318758762624412
1684,7.59833289329592,7.541136728915879,7.110026361596004
3010,6.6496956518944454,5.906475005023113,8.09151498112135
567,7.154440159787875,7.483898283560979,7.552841968657781
2582,4.978720746033703,5.113583434089994,5.0
2054,8.367042119380704,8.586010073407497,9.154901959985745
1431,8.449459701128905,8.240164031882175,8.669992299127241
2016,8.245950571090232,8.250879662530448,8.3767507096021
1426,8.746207302739542,7.9672736586197805,8.250031916490597
1766,7.901193100613013,8.171942360771675,7.439973751087107
1450,8.218038039099005,8.190144218838372,8.250031916490597
1360,8.562217619345798,8.646536185739988,8.840132152907433
764,5.9371023362183255,5.85996363957391,5.6777807052660805
1565,8.165564248959344,8.607340364520155,8.110026361596004
2985,5.453403773810254,6.325770907208619,6.037157318798758
1373,8.780662584286327,8.987195373576162,8.910094888560602
839,7.426406486193971,6.332608726578414,7.100015437450609
718,5.575060894594172,5.180700629537972,5.0
17,6.159852195596735,6.11270303888593,6.568636235841013
416,6.015510764530246,6.676914920543481,6.050609993355087
214,6.786153337538583,6.551714667292093,7.113509274827518
2749,5.864536153890679,5.643352044161813,5.823908740944319
203,6.4565838069238985,6.242371793866772,7.1249387366083
1006,5.457094246296828,4.461658557037209,6.301029995663981
2804,6.635070004287185,6.392137391032137,4.958607314841775
1962,7.7483499296871345,8.05192979119739,7.467245621007502
211,6.885776464801405,6.562577800387985,7.142667503568732
1351,7.821569116429824,8.378674434063475,8.659952682338607
102,6.578443038750953,6.443816303692533,7.142667503568732
1090,6.951845587017089,7.258837928957584,9.0
1029,5.461237354900856,5.165745295179702,5.0
1672,7.55246112470695,7.953990853740795,7.53003079050004
2846,6.633487052207634,6.577938190132591,6.211124884224583
289,6.292523537863301,6.426375649439092,6.552841968657781
134,5.097371642046339,5.286521760574613,5.7447274948966935
596,6.517552979540228,5.6491318716796135,5.013228265733755
2868,5.826414934365307,5.971283661636271,5.823619307756729
1742,7.721181290896481,7.42651802514931,7.090016305060156
439,4.799906681292436,4.507564484740236,4.236572006437063
1543,8.185885207661267,8.547452660163591,8.330032630091496
1134,8.382493991565832,8.305976167771684,8.823908740944319
1359,6.449358017305787,6.429712887143123,6.409994580348671
170,4.699763125986231,4.4775145447426645,4.301029995663981
1651,7.833986172205626,7.797982595498582,7.430041181903406
178,4.370628714388808,5.069876505022968,4.301029995663981
291,6.235005320074883,6.481044933346887,5.920818753952375
507,5.812564249871678,5.517728950227296,4.301029995663981
3055,6.417085482947816,5.625804491276776,5.329754146925876
354,4.354220398316205,4.449959989672412,4.301029995663981
736,6.817490450939141,6.235288168307576,5.860120913598763
486,7.359771657272138,7.2451317862360805,7.060480747381382
1283,8.540424636779466,8.55766384073632,8.849857838151442
2494,5.023160463816756,4.847391614341713,4.920818753952375
194,7.080764413271802,6.947755666349458,7.130768280269024
2926,5.2718393905706655,4.908279299191563,5.0
594,5.7522614614046965,5.533424060980416,4.301029995663981
2624,8.627359693208305,8.80987391569173,8.769551078621726
2411,6.993955140922994,7.34313385138839,7.598599459218456
1606,7.612127031499921,7.429524360980554,6.919987152892072
44,6.890714317557213,6.252403521388811,6.7447274948966935
1378,8.129754041421046,8.078394018350686,8.929962133392245
1057,6.142998666176079,6.297340458851234,6.301029995663981
2664,4.389552372213596,4.528460097781935,4.666351243485299
2233,6.1041517342098945,5.337404053683594,5.640164517660112
3107,6.681698692023274,7.541757158570682,6.618343517414213
2843,6.769121590711614,6.218764867542668,6.501689446210399
568,7.80948866679302,7.063188214220904,7.136677139879544
1655,9.317255549279327,8.8790047667968,8.659952682338607
874,6.853044378145562,6.755854962739074,5.709965388637482
240,6.841788508520555,7.229931374649673,7.5376020021010435
332,4.488562697709764,4.507241818328405,4.301029995663981
3001,7.066907909702048,6.726578094711501,6.832682665251824
1116,8.840880962574897,8.999255328897497,8.443697499232712
1084,4.878883124473672,5.189310008253999,6.221848749616356
3151,4.993991087609312,4.87130955267509,5.0
2091,8.561549687511782,8.288053625154948,8.795880017344075
321,4.396036159795388,4.353491618910746,4.455931955649724
1425,8.452624429843205,8.51112127586749,8.819874124835946
1323,6.222295785327878,6.559876811171563,7.299988937677887
1752,7.2670598307473115,7.067440855902961,6.83000246293343
2243,6.2470139410771734,6.3465960771824,5.569602408613033
2358,8.090026420219635,8.299619567923246,8.769551078621726
1675,8.04112827142018,7.410239491641648,7.419987887470576
2412,7.269829449447117,7.303361360215258,7.744727494896693
423,5.376137723429435,5.9779108041846305,5.958607314841775
2020,7.898113985163847,7.899707609870909,7.987162775294828
2615,6.320066192578125,6.442812546043243,6.428291168191312
2157,7.080240194667222,6.757040114627594,7.67778070526608
759,5.126861216220257,4.630041103337798,5.443697499232712
1239,8.395890051561194,8.013847682751996,9.250031916490595
322,4.40983920883372,4.412719018932496,4.301029995663981
2924,4.823588734993601,4.880463079381255,5.0
3145,4.776937519192522,6.371971803196753,5.0
2184,7.852676523043835,7.988473646510437,8.537602002101044
254,5.717409881493563,5.203817624308341,4.7447274948966935
1783,8.071847390013161,8.04594453919442,6.919987152892072
729,7.000013073288771,5.607203578703018,7.853871964321762
746,6.391791564489904,6.375414728377501,6.300162274132754
298,5.624361561778779,5.9842603799477665,6.769551078621726
1446,8.413283984701046,8.725813724659911,8.219970872662662
1454,8.453271826641602,8.37861479980898,8.860120913598763
1444,8.055922811580734,8.125283166697512,8.179995693191682
2350,6.166514212630598,6.044191742716845,6.0
51,5.789339081861223,5.907484324924345,6.236572006437063
3094,6.154671350670124,6.236843611448135,5.603800652904264
63,6.936620034648684,7.392473404097757,7.397940008672037
1747,8.15805648221192,7.415028980958443,7.100015437450609
2728,6.116158040249028,5.845150866111349,8.67778070526608
2662,4.741395270032922,4.392064380061005,4.34428545038129
2772,5.655658313388233,5.951244932861478,5.823908740944319
442,4.744135091739204,4.704263502898264,4.698970004336019
2031,8.115697415413612,8.12656606786724,8.193820026016112
52,6.280681146835689,6.118916670122361,6.958607314841775
2226,5.377794250858852,5.250233287670042,5.0
1497,8.245500821776371,8.498724452217678,8.330032630091496
2631,8.125374928402696,8.208851675685123,9.522878745280336
2897,6.713044655359924,6.7381408864902825,6.347753658996677
2818,8.818022878645998,8.769084142787138,8.920818753952375
479,6.591854227415062,6.204709574214612,7.42021640338319
3137,4.846934810144488,4.994491757526067,5.0
2730,5.005928729167555,5.504851445012059,6.2839966563652006
70,5.520037295388616,5.510633572038885,5.185086818724926
368,4.322399360289939,4.411552051027797,4.301029995663981
1739,8.185885207661267,8.547452660163591,8.47005659834133
2384,5.452879403515583,5.305705787296252,5.455931955649724
1253,8.04683525255104,8.258135767349637,8.410050398674292
1231,8.433501877382508,8.406127347894762,9.289967300934247
1220,7.874766836766237,7.508559804407498,8.569924944448061
1477,8.398768957376399,8.590447141404344,8.759950227887352
1188,7.9618617132321745,7.774180349348551,8.040005161671584
314,6.513257007982393,6.225172627253476,6.3979400086720375
2673,8.049902245245438,8.007171701551444,7.939302159646388
414,5.993312918187674,5.737428131540319,6.568636235841013
1557,8.20203780025735,8.607340364520155,8.15002808767115
1980,7.758829807509943,7.6859802826648576,7.616184634019569
2883,5.0948866252988925,5.1703684689232015,5.0
478,6.983807548394586,7.150975807073395,7.552841968657781
299,6.097509649035486,6.222527752834632,6.3979400086720375
2005,8.110681313165943,8.11647341834858,8.18045606445813
2990,6.2357902416034365,6.403760930703168,6.437707135543525
450,4.800670509598537,4.924064190314569,4.346787486224656
601,7.164107982274801,7.19159436195352,7.107905397309519
1807,7.698835070832519,7.779810595119104,8.522878745280337
1801,9.013737981848347,8.784697139572652,8.0
2012,7.815622017672437,7.925993870553914,7.79317412396815
1213,7.2982466176922,8.174790481619914,8.349984047528162
1830,7.447331564005561,7.301684942428567,7.5376020021010435
1620,8.063303171966155,7.93520287204265,8.230032198670557
76,6.4189561194929565,6.507679694735536,6.638272163982407
1744,7.7709040896807675,7.7197131614598735,7.779891911959945
2616,6.514492321865235,6.565426635925055,5.978810700930062
2840,7.383568205795042,7.838181995746286,9.397940008672036
144,5.401189281379314,4.702331450813573,5.721246399047171
2086,7.331610714588564,7.700332598829453,7.790484985457369
45,6.6472877447822425,6.879200126122402,5.585026652029182
3039,9.13964271077219,9.176915223173012,9.744727494896694
2486,6.800743442576304,7.158963613432204,7.0
309,5.188091577193211,5.490538294945187,6.698970004336019
1270,8.903968769748282,8.794500714894545,8.860120913598763
2954,8.037803603688005,8.482995744796133,7.643591672961019
1457,8.355234893433028,8.34557690915162,7.950007143079858
152,4.894039211335619,5.229547015451654,5.376750709602099
2164,7.69703091280242,6.979690983643869,7.494850021680094
1298,8.437108659266118,8.406127347894762,9.059981844992336
2203,5.434899076451899,5.340644233089499,6.20690839982342
1459,8.507415633594341,7.773485761980501,8.739928612014925
0,6.1337660349554355,6.118354734659662,5.8696662315049934
2872,7.124991479373116,5.937110932858702,5.301029995663981
840,7.182887195512804,6.9414524261955775,7.599980364934842
1345,8.024986537260894,7.998860195530929,8.119987161633228
2861,5.932522062031317,6.006639925646908,5.301029995663981
218,5.111500548470799,5.084782605058998,4.886056647693163
969,5.451192890535602,5.0844495649077865,5.273272790973428
1938,7.9584525586180535,8.009798625397831,8.187086643357144
251,7.15013313632052,6.705772459022387,7.318758762624412
270,6.793457751777373,6.511567293579621,6.113509274827518
1356,7.831764452086162,7.793746033161417,7.750068243365805
32,6.197280217800394,6.733107739245952,6.346787486224656
449,4.633709623565783,4.592014122449854,5.7447274948966935
2554,7.583977882870201,7.93581706623483,9.397940008672036
