,ECFP6_2048,pubchem,pIC50
305,4.182628534532835,4.436716184382579,4.1249387366083
1283,8.506535289393181,8.36695417841915,9.0
368,5.111919215224765,5.082681977763798,5.096910013008056
479,7.452711909719609,7.131964165302091,8.050609993355087
1537,7.633087235695172,7.666096468179908,8.09151498112135
1674,8.352519432313477,8.441655619778457,8.221848749616356
519,2.2163044817686215,2.3831688179695427,2.9281179926938745
1982,4.444017545104952,4.3531820440346625,3.87942606879415
1873,5.687760812346718,4.5948224386092695,4.370590400897281
100,6.923445783177237,6.563803376228022,6.663540266151471
1261,7.588693860886024,7.963664651750841,8.537602002101044
111,3.2375878180721753,3.279676700462562,3.0
1822,8.907337415536075,8.690020549782918,8.886056647693163
70,6.140976984572307,6.181067026507203,6.159266765388193
1107,8.86042958927579,8.880730597541449,9.0
1007,8.998699570518138,8.842688957673637,9.0
530,2.459414134898658,4.433404561436097,3.309803919971486
982,8.910270521472833,8.749984775918563,9.0
361,5.2354572795172265,5.063864933173283,5.1938200260161125
707,6.197854408916014,6.2513558900597594,5.721246399047171
56,4.562811985972243,4.486098201290726,4.3979400086720375
818,6.213095905913509,6.0054937395055,6.7447274948966935
1073,8.892257090537127,8.910980126997277,9.0
281,6.108364937635744,6.048823278042941,5.0
1259,7.0735444965461705,7.259297118313652,5.764471553092451
1473,7.516589973015802,7.524953996612722,7.568636235841013
1120,8.774683288747559,8.880730597541449,8.920818753952375
1316,8.152115540432117,8.438001782138407,8.142667503568731
618,6.759527366001754,7.003499105437243,6.958607314841775
1860,4.638997551413292,4.714882646316922,4.642065152999546
1566,8.770980348933968,8.647206049661595,8.2839966563652
211,6.467458362239618,5.842088612131733,7.080921907623926
1298,8.637195367994668,8.468024789252592,8.337242168318426
1861,4.502697639250601,4.558985664668645,5.481486060122113
1652,7.349180152559211,7.923977328104337,8.657577319177793
1953,5.344148888807689,5.71272456153168,6.075720713938118
124,5.929062301123574,5.745309275205142,5.301029995663981
422,6.5448322995002775,6.484366509663541,5.795880017344075
1587,8.43408651235517,8.589734116930524,8.327902142064282
1089,8.94195845622643,8.9730861400573,9.0
1144,8.808423223089928,8.884237996589233,9.0
561,4.284839388108946,4.258205489772751,4.522878745280337
865,5.290756897830808,5.343108629116779,5.0
464,7.808131347164219,7.680844021236783,8.119186407719209
29,6.087123934936414,5.584555285134325,6.0
1972,4.368546005911781,4.5091353306666875,5.899998417198648
471,6.209762201270268,5.507426765639824,6.886056647693163
942,9.7273248772794,9.6757500123686,9.522878745280336
602,6.854859838375298,6.697840020261034,6.6777807052660805
746,6.04754266453284,4.6216218209302875,4.853871964321762
350,5.792490491136021,4.767031613469067,8.522878745280337
196,5.770973354425398,5.346916006093574,5.221848749616356
1449,7.374489678785135,7.398462508279829,7.267606240177032
394,5.341623744656051,5.297088932573265,4.920818753952375
1420,8.876956719463227,8.847515318453905,9.0
485,2.183575823784123,2.094838062191228,3.408935392973501
1317,8.914683689671596,8.694991297057584,9.0
1809,8.584954094668275,8.62917992193075,8.67778070526608
1824,9.074094741578355,8.78127544675461,9.0
1057,8.539437798761197,8.739729117762261,8.522878745280337
