,ECFP6_2048,mol2vec,pIC50
184,6.120220955308583,6.020896535983224,4.698970004336019
1724,6.695534570376945,6.490661149585882,6.347173697438995
251,5.840211024712858,6.406408762622304,6.219682687859849
1121,4.854626245730347,4.683689264954275,4.795880017344075
1486,6.803888029060052,6.947462477532657,6.455931955649724
111,6.638208222760335,6.5470627719884,8.154901959985743
1450,5.539067415963778,5.9336909102696405,5.200659450546418
188,5.492198570741947,6.598891367299627,6.348721986001856
614,5.424724019439378,5.1555091610024855,5.886056647693163
220,6.769684398464501,7.202188312449177,7.552841968657781
1175,7.243277920224082,7.350251737416322,7.853871964321762
1794,5.9291556276925546,6.216570908173497,6.498940737782249
679,5.196539944820649,5.105377110517263,5.0
1368,5.59041372510523,5.8046294739487445,5.864867348623225
544,5.5446728448092975,5.785290714242466,5.508638306165727
746,5.240142084011824,5.69157745135744,6.064996848546345
570,5.983412688391276,6.499302238851105,6.7121982700697735
1656,5.636449818138924,5.686088721530172,6.0
56,7.935809946740743,7.085048870387618,8.481486060122112
529,5.102911383867681,5.222440563088049,5.0
486,5.8332937437555845,6.355029955027682,5.958607314841775
1639,6.755883254697017,6.543452593743833,6.164943898279883
1423,5.590475865529243,6.087174958514675,5.760700520873107
1709,6.8690079382522855,7.39745162122437,7.610833915635467
1729,7.217160441309533,6.89241749388846,7.675717544702307
1110,5.884947114998894,5.807876632557475,5.831207979685818
1905,5.078353816530817,5.022741456606915,5.0
900,5.162623703173063,5.300504432081719,5.3979400086720375
892,5.290924816648228,5.40701870556283,5.327902142064283
381,7.482042296945716,6.182213416215398,8.301029995663981
1187,6.656915523327502,6.715894352750068,7.207608310501746
324,7.118166394542854,7.22528134117675,7.045757490560675
1058,5.085135369314039,6.038161774533804,4.0
1875,6.159605747925225,6.020700274719675,5.0
819,5.264866377143923,5.162480759609591,5.00436480540245
1432,5.89716296283484,6.078396360536593,5.793984123236656
1702,7.325133211623342,6.8526110520556776,7.113509274827518
914,4.657754986472146,4.519259171927246,4.555174800490252
1474,6.829744672546373,6.311131325485625,6.448550002027125
479,5.6132780755836205,5.3838660131637095,5.795880017344075
1087,5.353459967255405,5.6097596383480735,5.512437439743622
1876,5.833495983846189,6.076386772650935,5.542118103266008
1785,6.077461907705936,5.971845804395083,7.244887733604929
543,5.169595663349022,5.105113806448899,5.0
1259,8.033765512301382,7.65599077441647,8.698970004336019
231,7.489062282457499,7.410646587019378,7.886056647693163
1701,7.047521336228989,7.8502093345318595,6.671620396561262
1916,6.099103677373697,5.263631825674936,4.214670164989233
942,4.791993721353947,4.882127789942924,4.439615077027985
1803,5.9174665786680025,5.862999506073471,5.438898616350944
792,4.885219582805588,5.190176349950282,5.0
1009,5.715477623904858,5.667527197832308,5.636388020107856
534,5.079589909460752,5.225950960914038,5.0
599,5.313855052587997,4.934718507186196,5.0
70,6.9432136394139174,6.725391976629847,7.167491087293763
809,5.710703271536665,5.271919319360494,4.795880017344075
29,7.065586694468332,7.0578964132148005,6.6777807052660805
1117,4.960857280995432,4.706706524135283,5.972650392225243
100,5.5497113876190705,5.601457351970376,6.170696227168975
693,5.004057813354562,5.343467714421028,5.0
1654,5.750446379939307,5.0909620307398615,5.0
2000,5.505333058583294,5.479752322560837,5.0
196,5.754195547386523,6.233169641778999,6.1073489661227
978,7.2558682336121585,7.7903479924004175,7.275724130399211
211,6.6215207921405,6.811815005643324,7.769551078621726
368,6.083277240547223,5.901322246629112,5.795880017344075
1680,6.059778541651195,6.009532397327802,6.0
1281,7.324611659544912,6.471948604048162,6.403402904373539
2042,4.959691787062171,4.555354618907541,4.522878745280337
414,8.164622311525024,7.808997426488328,6.684029654543083
1005,6.798949188678205,6.711376898808801,6.698970004336019
968,6.375410526477407,6.093657447224977,6.229147988357855
527,5.143338309840147,5.392479945916846,5.0
1652,6.7597345475579385,6.191312960950489,6.0
650,5.042499005486467,5.013621858159215,5.0
65,7.280783217327405,6.416588914394271,8.142667503568731
1578,7.3325477344092524,6.948489960662285,8.508638306165727
654,4.982263218715311,4.985998193952078,5.0
701,5.127372973606007,4.963297600516262,5.0
1029,6.765156347056858,6.86496942466098,7.481486060122112
1328,6.739172682568877,6.803367579913843,6.909988975992853
429,8.538751775185972,8.693232355255464,7.602059991327962
806,5.518652306297243,5.5509412583495426,5.7447274948966935
755,5.568257960289999,5.512130003916132,7.055517327849832
535,5.227802884871837,5.287042627940565,5.0
1604,6.632292129800435,6.701006804546862,7.795880017344075
1582,7.120531710098183,6.673960634468981,7.356547323513812
382,7.3336373440754645,6.202878988012652,7.443697499232712
670,5.0789624068602715,4.976026732978597,5.0
1043,5.492502895389402,5.116014890376918,5.309803919971486
772,5.268864490848746,5.050093300035826,5.468521082957745
834,6.993872851701491,6.975929455398898,7.119186407719209
305,6.908472574094041,7.0499302073427215,7.0
2008,5.551214256248582,5.670876375136374,5.324221658325915
1612,6.9023004707507605,6.490728924383277,5.0
321,6.901373342283121,6.390389005243273,5.823908740944319
316,6.703888520174354,6.7540443475624965,7.0
1322,5.526615428392232,6.813470541738713,5.6099998081597775
1385,5.623016958369062,5.998140084228329,5.16083631708535
2035,4.67651811467362,4.892304546728056,4.823908740944319
1778,6.93875798976542,6.772614503403227,7.634512015109101
1882,7.052982318119878,7.003796649439207,6.886056647693163
1163,7.087100729849699,7.4271085960624825,7.657577319177793
879,7.984187960697289,7.669799987677305,8.221848749616356
1583,7.2352890888687815,7.191047345176026,7.107905397309519
1476,6.448857275414258,5.96739094104893,6.0
715,5.085135369314039,6.038161774533804,4.0
741,5.075167779551341,5.026590677301951,5.0
478,6.17359538903367,6.242802435304186,5.3979400086720375
1668,6.238701227209868,5.943161015847044,6.0
210,7.129503224828867,6.4470834230900405,6.892790030352131
69,8.343112633274462,8.969116586855437,8.958607314841775
233,6.84096769779059,7.091876008657661,8.173925197299173
582,4.871306091130127,5.433915622213488,5.0
720,7.856305015451561,7.901091389935181,8.096910013008056
862,4.9471864807145005,5.180564345434415,5.0
124,6.538402762616787,6.4720583416426285,5.778064400171995
254,4.754322105644848,5.245683097376418,5.0343280287798935
707,4.998564936912058,5.006289380866878,5.0
2007,5.773578345684059,5.6082564637008545,5.995678626217358
1568,7.037842049382504,6.90516163434412,7.448550002027125
128,5.991107815538392,6.263236168893301,7.692503962086787
99,7.967675014957162,7.847458123258733,7.376750709602099
832,6.9870162377246094,6.955324350714868,7.182434630440219
617,5.145589419148178,5.3796363910856675,5.0
752,5.4069927098363255,5.214783051771337,5.522878745280337
538,4.859069201336665,5.153511829995202,5.0
374,5.579810140272346,5.814619734658668,5.3979400086720375
1952,4.531821705880784,4.7836232358325566,4.8344589232776265
1664,5.8352171469639575,6.321332864578806,6.0
351,7.061447781043561,6.390381045151414,6.4089353929735005
1384,5.652849015650375,5.879349482671929,6.078313524516398
1530,6.777145203418699,6.770933415172801,6.657577319177793
1992,5.647782788967145,5.901243657687375,5.0
1269,8.047279403301582,7.429275067474049,7.585026652029182
1036,4.7480274508813425,5.3126032498459335,5.022276394711152
904,5.337092157876656,5.427286247995291,5.0
420,7.7090694647109865,8.663726383418924,8.537602002101044
943,4.645894426522916,4.527392474880171,5.067779986122881
275,6.975706736676948,6.6037801643805905,7.397940008672037
507,4.997331450005358,5.043758165342501,5.337242168318426
706,5.032015677030618,5.1331583944565145,5.0
1662,5.510942422501573,6.182955393167533,7.154901959985743
2018,5.447154022542619,5.604146971315894,5.657577319177793
1888,6.066899575631273,6.3343372721514095,7.045757490560675
1424,5.200991029737569,5.689061417011547,5.536107011014093
1305,5.542722166271174,6.151887961453149,6.275724130399211
1037,4.7480274508813425,5.3126032498459335,6.128427064454121
590,4.824128748955885,5.326143430804376,5.0
1726,7.644753335138493,7.20024002125099,7.305394801066432
973,6.110528182144173,6.3152297871739815,6.452225294612178
212,7.430908796018164,7.415291502551274,5.920818753952375
2006,5.682174666768141,5.840705687512799,5.605548319173784
555,5.984334081038232,6.030789785968358,5.521433504406157
519,5.160200459435851,5.189255255858361,5.0
1854,5.477934382916165,5.262543548644746,5.3872161432802645
572,6.0175253218677005,5.920753230299559,5.614393726401688
1050,6.145181752539661,6.590815936091283,6.58838029403677
1342,6.645284536720104,6.371507234844641,6.799998134593398
963,5.46325281922097,5.75298969988548,5.3979400086720375
1427,4.736206791340447,4.713235641399126,5.737074530668169
922,6.510424676699368,6.171136133922187,6.777283528852417
1611,6.303689804147395,6.038315235031683,5.346787486224656
781,4.825576295067779,5.188000184532565,5.0
1720,6.865595281036154,7.36632195288767,6.219466674683596
1624,6.496421345949406,6.109992098677179,6.069407511557402
936,5.447545238395692,5.048812836022484,5.0
239,6.584768784308382,5.371218709746882,7.207608310501746
1313,5.356211590108657,5.496295037838895,5.470000200122707
1477,6.930459093418915,6.062319312724799,7.1938200260161125
993,7.683891379877971,7.592436364149078,5.0
1710,7.692080427783917,6.674978062199421,7.481486060122112
1559,7.1325026476185505,6.761625925340068,7.001740661576301
1111,5.766146071225972,5.673203624375595,5.727694155597914
115,6.114510053536074,6.003294752640872,7.522878745280337
1198,6.688510171162086,6.685037890216693,6.903089986991944
1919,4.438470631385392,4.5305589203390735,4.403402904373539
1116,5.175511655930811,4.388182876792556,6.200659450546418
1640,6.436684187174603,6.342948205768756,6.267606240177032
1717,6.780881341659453,7.202184738215612,7.028260409112222
909,5.296067736125187,5.052658742562088,5.301029995663981
1599,6.720996347928803,7.526053379507908,7.42021640338319
1902,5.305912010817268,5.03066437331326,5.0
530,5.054193033615557,4.93687006075735,5.346787486224656
237,6.091758276699568,5.753472649546689,5.563837352959244
1971,5.163258764351918,4.87635595029504,5.018634490921456
1509,5.332533777388415,5.370412151615928,4.735182176990463
1200,6.688510171162086,6.685037890216693,6.954677021213342
1996,5.502743738743669,5.566123940880713,5.785156151952302
1331,6.982538989445119,6.785490954939799,7.169989064063882
366,5.2685687701251975,5.627632653242335,5.3979400086720375
120,4.979898233812827,4.789351203590212,6.2839966563652006
1655,5.750446379939307,5.0909620307398615,5.0
1137,6.448815188678996,5.961012231658062,5.542118103266008
651,4.95136919974478,5.093719440049138,5.0
453,6.872755969513731,6.611741933592734,6.742321425130816
1165,7.243277920224082,7.350251737416322,7.33161408331
297,7.091695255946259,6.418728882391678,7.0
135,7.0656631354439385,7.197682357081164,7.801342913045577
354,7.061447781043561,7.454538686214306,7.154901959985743
585,4.681741866273305,5.001682139910953,5.537602002101044
999,7.244671208714802,7.406982313381038,5.958607314841775
342,6.070767892347336,6.147452973207719,6.267606240177032
610,5.070453575392717,5.023342598985346,5.0
1466,5.739562500853816,5.664272315033518,5.522878745280337
1006,6.754244108796499,6.135766942213648,5.552841968657781
1645,6.868412371404236,5.54250407003759,6.481486060122113
109,7.051515610975762,6.471340089736246,8.045757490560675
1964,5.71449569717073,5.305272768739339,4.853871964321762
1988,5.600042590500867,5.557910751969274,5.982966660701219
1811,5.8187919220830135,5.5398438248164235,5.560825260156531
281,6.84426925298658,6.764188379173429,6.548213564475709
