,ECFP6_2048,rdk,pIC50
184,6.1202209504571,5.529362782895905,4.698970004336019
1724,6.695534568286313,6.71879386871434,6.347173697438995
251,5.840211014368639,6.045538447723216,6.219682687859849
1121,4.854626244421903,5.064245639102437,4.795880017344075
1486,6.80388802656603,7.0152379319242595,6.455931955649724
111,6.6382082224466075,6.323976670485435,8.154901959985743
1450,5.539067425473341,5.391503830737716,5.200659450546418
188,5.492198566191702,5.855978256985967,6.348721986001856
614,5.424724019907723,5.272655175144128,5.886056647693163
220,6.769684400498956,7.462508467528593,7.552841968657781
1175,7.243277916804871,7.509999939192529,7.853871964321762
1794,5.9291556278286315,6.3888015607514825,6.498940737782249
679,5.1965399495882645,5.129243035066242,5.0
1368,5.590413722817696,5.792400417409009,5.864867348623225
544,5.544672844662936,6.003724782302186,5.508638306165727
746,5.240142085875938,5.831242627599053,6.064996848546345
570,5.983412688703449,6.178453066090912,6.7121982700697735
1656,5.6364498190799255,5.698366144698603,6.0
56,7.935809946053294,7.375344262291817,8.481486060122112
529,5.102911382357033,5.190188350815039,5.0
486,5.833293745301549,6.424669726700332,5.958607314841775
1639,6.755883253212665,6.504987149339733,6.164943898279883
1423,5.5904758664074565,5.5072469318715935,5.760700520873107
1709,6.869007940326065,7.592365671771517,7.610833915635467
1729,7.217160443340744,7.16794032720306,7.675717544702307
1110,5.884947113161526,5.8735192720750815,5.831207979685818
1905,5.078353817449425,5.287087322334336,5.0
900,5.162623703582785,5.040772662098976,5.3979400086720375
892,5.29092481845845,5.552938423010276,5.327902142064283
381,7.482042296060161,6.864706707251406,8.301029995663981
1187,6.6569155182386375,6.56314842073877,7.207608310501746
324,7.1181663936374235,7.4107536396272,7.045757490560675
1058,5.085135372916079,4.890662742653744,4.0
1875,6.159605745643863,5.6928330807292555,5.0
819,5.2648663756648855,5.364500781175348,5.00436480540245
1432,5.897162964281347,6.210159694831162,5.793984123236656
1702,7.325133211370985,7.374793161210442,7.113509274827518
914,4.657754984962768,4.408216164797737,4.555174800490252
1474,6.82974467922786,6.232029298874303,6.448550002027125
479,5.613278075892729,5.678280794054611,5.795880017344075
1087,5.353459969694524,5.791230464468315,5.512437439743622
1876,5.833495979808518,5.827313356267387,5.542118103266008
1785,6.077461904287942,6.342625227091401,7.244887733604929
543,5.169595664635495,5.062325472182815,5.0
1259,8.033765511206619,7.555243730968458,8.698970004336019
231,7.489062285714832,7.6300482370581655,7.886056647693163
1701,7.047521333038856,7.811312326805635,6.671620396561262
1916,6.099103674092214,5.6317016590136495,4.214670164989233
942,4.79199372486593,4.5159801908433845,4.439615077027985
1803,5.917466581102516,5.910450365722888,5.438898616350944
792,4.88521958404114,5.066698339591235,5.0
1009,5.715477620411727,5.889336883036042,5.636388020107856
534,5.079589910491625,5.076791582757482,5.0
599,5.313855054155235,5.202988016468709,5.0
70,6.943213639095947,6.515485359911471,7.167491087293763
809,5.710703269657206,5.923241612587885,4.795880017344075
29,7.0655866938135015,6.8046563723720785,6.6777807052660805
1117,4.960857279857172,5.031657998226298,5.972650392225243
100,5.5497113914193354,5.541018283747743,6.170696227168975
693,5.004057815659996,4.848205312484716,5.0
1654,5.750446379205558,5.32001359817112,5.0
2000,5.505333058473623,5.448081639982536,5.0
196,5.754195547083409,6.3237664590270715,6.1073489661227
978,7.255868230398281,7.9176611941752935,7.275724130399211
211,6.621520791677753,6.806565483855425,7.769551078621726
368,6.083277239425645,5.7866466666564165,5.795880017344075
1680,6.059778538771546,5.910437981662982,6.0
1281,7.3246116590127235,6.6559376484635235,6.403402904373539
2042,4.959691786595128,4.504956323266258,4.522878745280337
414,8.164622312923122,7.899191066686976,6.684029654543083
1005,6.798949186489314,6.885219382895534,6.698970004336019
968,6.375410526844821,6.240679945704924,6.229147988357855
527,5.143338310900956,5.4592884114932705,5.0
1652,6.759734553195014,7.1893659972109,6.0
650,5.042499006890243,5.374550339833912,5.0
65,7.280783216514722,7.384730505768167,8.142667503568731
1578,7.332547732838672,6.632510462760366,8.508638306165727
