,ECFP6_2048,pubchem,pIC50
2268,7.831317889316972,7.2775268729338976,7.468521082957745
3529,7.995867293582196,8.113566399167167,7.697885623043799
3916,5.076247682037777,5.038514111644968,4.454321850207974
4371,5.589246845305397,5.362965896633953,5.701146923590294
544,5.9034199457579115,6.59161572391243,4.2699999970646445
2225,6.85513949246629,6.1898944037653,6.6777807052660805
3739,4.416482982933562,3.969203559443738,3.3010299956639813
2887,5.941787443392863,5.425577330063843,4.801342913045577
228,5.97483985393733,5.745453424973433,5.886056647693163
393,7.233052779399237,6.151785265914722,7.929962133392243
4917,6.355432425396288,6.146621297867673,6.941573975542995
1964,9.38078786363094,10.63306465175286,9.30102999566398
2650,4.892350130084993,4.976145507885088,4.697452627512514
3017,5.211596163081681,4.859788439269235,5.251811972993799
401,7.196232523474581,7.233770750934686,7.730020323354676
4974,5.839888876233746,5.868768549289478,6.080921907623926
2173,4.673082482743758,4.8609879627968375,4.832682665251824
3939,5.641887997033285,5.366312630232945,5.174573882232177
3181,6.663290549869764,5.772084459702441,6.370590400897281
346,7.175822975057773,6.776980883890651,7.010016541698601
1550,6.080391538182382,5.691182441491434,6.716698771296451
5714,5.147332173438487,5.950463443317127,4.943095148663527
705,6.471640137979985,7.417136760679584,8.657577319177793
3951,5.419594500293662,5.167729711055669,5.1938200260161125
4645,3.881553218337581,3.775935490728806,3.882397308309916
2358,5.088760790674765,4.927992976012947,4.911509529817604
4338,6.832749590679757,7.113635170294064,7.366531544420414
4440,5.881449986940249,5.760445382256508,5.236572006437063
2521,5.475356687078209,4.882354055829974,5.106238237942057
4059,3.859780319086151,3.79175802627517,3.0
2986,2.665457451420529,2.9812146588797006,2.9706162223147903
410,7.980747841531642,7.802795410496682,7.886056647693163
5620,5.807187429321953,5.2868399239475945,5.0
3080,7.317097672547583,6.901133011403983,6.632644078973981
3375,8.00915105876029,9.555526965497988,10.571055709964426
3767,5.353032911839219,5.11773602559303,5.2225731776106885
5910,4.074274520813897,4.2359315907878585,2.710634048479968
755,7.452692488040146,7.3225622166644015,7.920818753952375
1496,6.230215321998713,6.341103153627427,5.552841968657781
4631,6.483789843538247,6.29146601937841,6.958607314841775
5377,5.000622194878518,5.334904000598974,4.75559916619863
6045,6.319926408141675,5.994447229077006,6.638272163982407
1086,5.094850402347115,5.189590153890108,5.522878745280337
3148,4.8684833755984664,5.149892728645422,4.533132379645891
4081,3.90755398381304,4.089748210580901,3.6989700043360174
2399,4.620278179332416,4.120113611570354,3.6989700043360174
3688,5.4392474644399496,5.882239332555711,4.915245036820646
808,5.5568445150736485,5.618864357158758,6.292429823902063
1514,5.786493195948709,6.539384539372146,5.101823516502323
3684,6.479582918601206,6.675585659723345,7.366531544420414
1780,8.23405935907019,7.914808004090135,9.318758762624412
1611,4.605598734788007,3.858111493967741,3.2967086218813386
1650,5.439335317675119,5.341898496387718,6.154901959985743
730,6.480987388566931,5.999530254161577,7.769551078621726
5137,5.32523634594848,5.452922147530622,5.578396073130169
4108,3.052259254601516,3.073404200249273,3.047788941891331
4765,8.274286674933276,8.21651078435766,8.787812395596042
2181,4.560256693350827,4.79438192162118,4.809668301829708
4727,3.8800382445862693,4.309902827613375,3.686976889676762
5136,5.522226208242219,5.585741711466433,5.437707135543525
1144,8.10275118712051,7.409069446883705,8.247951552180561
1302,4.107077069492085,4.424091855761618,4.301029995663981
167,6.146572297388018,6.766465518820158,6.79317412396815
4837,4.615209102057298,4.874089281610273,4.543633966870957
233,5.027474761828896,4.762670573700652,5.0
5569,4.266450254813593,4.66755546829327,4.301029995663981
3827,5.9913782923333265,5.341936719779966,5.798602875679548
2418,8.730343537911812,8.52376546695929,8.860120913598763
960,6.377615756311894,6.8980649898045,7.552841968657781
4909,6.34668421232806,6.770237147146651,6.991399828238082
3691,5.294125911715046,5.037603455611503,4.513286224017515
3555,7.526118230947161,7.471450490153455,7.815308569182402
2929,4.82403402295498,4.183203715055782,4.145693958198919
1371,6.228801067389981,6.014428934562797,6.485452247339714
2683,5.023990786188409,5.042615926576164,5.47755576649368
710,6.8375707481443655,7.025860897020573,8.304518323509802
2164,5.369462646028063,6.679658702035353,5.221848749616356
4349,5.893671627548916,6.243630097872949,6.767003889607846
5194,5.058966459317157,5.2678967306791025,5.300000202445418
1188,7.403243117594686,8.010854488564517,8.179995693191682
2664,4.701803540036907,5.113343566099237,4.927750102386486
5663,5.106736962323091,6.426331179725668,5.285670240254767
2457,4.871809480229336,5.124120293208729,4.899629454882437
5846,5.718268311323382,5.498564258397241,6.318758762624412
5017,5.521666193533018,5.12489384778455,4.809668301829708
2741,6.651674156427899,6.310850495936613,7.886056647693163
2522,5.839648319726463,5.444226706435848,6.3979400086720375
3409,2.601485605670878,2.6295644703621757,2.530177984021837
5476,4.767334929449353,5.143668044360982,4.658763376761308
1623,5.378299789285381,5.974223135610525,3.196542884351586
5642,5.170756488521841,5.029973803851127,4.881735273910521
3339,6.113068872296296,5.966814884548826,6.522878745280337
2346,4.583536652434813,4.755584427139575,4.638839004804974
2008,5.4061173394755695,5.586130330412591,4.385841290490825
319,8.0454874135062,7.625946816615076,7.698970004336019
747,7.183696353151511,6.6252673807606905,6.515700160653214
1426,8.7960378110062,8.776772648731402,9.173925197299171
1084,5.943090648690273,5.477301177722413,5.522878745280337
2997,5.1146143013126,5.1932062647543225,5.414539270491499
4377,4.658704483174598,5.488541280953072,4.522878745280337
4576,5.258129474040802,5.260044210400857,5.432973633840939
4990,6.092972080966618,6.106706136711162,6.522878745280337
4988,5.980925801590313,5.990157249360182,6.060480747381382
1074,7.011761196225247,6.6182816913573825,7.443697499232712
5509,4.239124408389884,4.199181972651822,4.0
3614,6.198366029960443,5.203689527838495,5.200659450546418
1351,4.855503547478956,5.109157696126271,5.045275209020937
4013,7.170342828914686,7.422969029985044,7.522878745280337
3066,6.075496338041574,6.0128789730100625,6.08600081756968
5711,5.11658628432479,5.420262776991002,4.454692883534176
1706,6.407879561600233,6.5330427099091315,6.405607449624573
80,6.180693232685023,6.405540245932772,5.823908740944319
1694,7.039182402807958,6.710144744727377,7.443697499232712
3505,5.44019597847865,5.4760537469577235,5.172630726946175
4396,5.6466590555962215,5.7574326373584945,5.0
1406,5.079149822110308,5.076115545844879,4.161150909262744
1042,4.89945692414906,4.583513044640622,4.0
4977,5.907076833945037,5.897438737512228,5.950781977329818
6054,6.164969192182459,7.010232419807386,6.52432881167557
2344,4.526534374048353,4.810743402649515,4.645315446045271
79,5.712169229123047,6.1618567866655996,4.958607314841775
3126,5.103553158285681,4.912571586672899,3.81864240797155
1335,4.293654837746515,4.012807044696905,4.301029995663981
2499,4.010584504382355,4.56047773494202,4.107905397309519
4712,7.512402040136208,7.403785830159099,6.584025588623434
3697,5.717756469064293,6.133542099726202,5.231361898752385
2944,4.437619668612222,4.2347666422492924,4.292429823902063
23,5.210331233459311,5.271288917006753,4.301029995663981
1420,6.701984420883828,6.840914345734235,8.079876673709276
5435,5.913985859900035,6.15435236062018,5.958607314841775
3611,5.040570328948666,4.975648017336802,5.207608310501746
5190,5.467964186499112,5.423699411210082,5.809999051930338
2473,7.214819472921589,6.997699842668726,7.826813731587726
6121,5.549111735076164,6.632591044964528,4.259637310505756
1488,8.195217190352611,8.390020142665369,8.782516055786093
3085,6.7604481267962955,6.755249547292825,7.812479279163536
3491,7.300835996531241,6.740585932902735,6.356547323513812
1820,4.0119321905049246,4.579906258081691,3.5686362358410126
