,ECFP6_2048,pairfps,pIC50
305,4.182628530300508,3.9215944496732864,4.1249387366083
1283,8.506535288627056,8.404869507950414,9.0
368,5.111919220865873,5.167875567166155,5.096910013008056
479,7.452711915701384,7.453588515376187,8.050609993355087
1537,7.633087229162243,7.5996071273017565,8.09151498112135
1674,8.352519431467586,8.35162077611103,8.221848749616356
519,2.2163044847663094,2.5583171601636447,2.9281179926938745
1982,4.444017563172033,4.501178490079957,3.87942606879415
1873,5.6877607995205315,5.720752440622195,4.370590400897281
100,6.923445781606348,6.632719943098595,6.663540266151471
1261,7.588693864171611,7.517929889935546,8.537602002101044
111,3.2375878228876043,3.3030107350045173,3.0
1822,8.907337415842198,8.766752634608133,8.886056647693163
70,6.140976979954019,7.008140420835581,6.159266765388193
1107,8.860429589206918,8.891541290176,9.0
1007,8.998699569567028,8.866483187478758,9.0
530,2.4594141329597456,2.197469620699514,3.309803919971486
982,8.910270514410945,8.928046301443407,9.0
361,5.235457281470323,5.257684950148194,5.1938200260161125
707,6.197854373556517,5.713313924969967,5.721246399047171
56,4.56281198059862,4.541912033916912,4.3979400086720375
818,6.21309589331128,6.336084112034128,6.7447274948966935
1073,8.892257089992176,8.875711314242567,9.0
281,6.108364929574821,6.2044681480179715,5.0
1259,7.07354450129088,6.9243274441025395,5.764471553092451
1473,7.516589964332835,7.636360182814977,7.568636235841013
1120,8.774683285998544,8.913246981776238,8.920818753952375
1316,8.152115552329596,8.430238807582763,8.142667503568731
618,6.759527357463827,7.144721174082298,6.958607314841775
1860,4.638997561582917,4.607787561122489,4.642065152999546
1566,8.770980344971251,8.769038712861969,8.2839966563652
211,6.467458359516929,6.779130678333749,7.080921907623926
1298,8.63719536338668,8.466643043206215,8.337242168318426
1861,4.502697638535038,4.476382599264038,5.481486060122113
1652,7.349180155476166,7.022185887324224,8.657577319177793
1953,5.344148874509928,5.979013438971304,6.075720713938118
124,5.9290623001553895,5.273636039471692,5.301029995663981
422,6.544832298825815,6.178958013020418,5.795880017344075
1587,8.43408651111274,8.60244258946472,8.327902142064282
1089,8.941958463049708,9.000730552273009,9.0
1144,8.80842322260251,8.932976484649783,9.0
561,4.284839409637899,5.546891375794549,4.522878745280337
865,5.290756896088582,5.161160646582974,5.0
464,7.808131350287038,7.780499401145132,8.119186407719209
29,6.08712395006025,6.1676677963760635,6.0
1972,4.368546007062542,5.4278119372900315,5.899998417198648
471,6.2097621944532415,5.618029865524877,6.886056647693163
942,9.727324871512675,9.57722468641225,9.522878745280336
602,6.854859845706997,7.080599559846416,6.6777807052660805
746,6.047542656843303,4.329060954163356,4.853871964321762
350,5.792490483855085,5.998501204024566,8.522878745280337
196,5.7709733524794355,5.957539486914036,5.221848749616356
1449,7.37448969389079,7.442650678082296,7.267606240177032
394,5.341623757861687,5.288192687332764,4.920818753952375
1420,8.87695671735233,8.698905065921878,9.0
485,2.1835758222517256,3.2258850052194203,3.408935392973501
1317,8.914683694944188,8.855250214119176,9.0
1809,8.584954095747335,8.587151006622328,8.67778070526608
1824,9.074094742656943,8.795779932193682,9.0
1057,8.539437798252129,8.707059671960666,8.522878745280337
607,7.232998343440794,7.080430672304568,5.275724130399211
637,7.454189731289347,7.644451282841688,7.366531544420414
538,4.957530647099138,3.773409571306539,3.5228787452803374
745,4.317031803944373,5.422493895288464,4.853871964321762
576,5.214126050412404,5.302525076400358,4.481486060122113
994,9.039945919380388,9.147175504492521,9.0
65,4.772473104264974,4.499554387387282,4.346787486224656
1565,8.58384338515772,8.800742986253827,8.2518119729938
2022,5.34253518269437,5.567397210568645,5.114073660198569
999,9.025785467004974,8.989672931273368,9.0
582,7.637801460146477,8.186836541617373,7.619788758288394
704,6.266549265801496,6.276372831850455,6.508638306165727
1210,7.8997424040647095,8.063602885299286,8.013228265733755
1599,8.523069334805156,8.531276538811554,8.769551078621726
1102,9.010725490883358,8.880579111735146,9.0
921,9.068424514555925,8.272562238106065,8.522878745280337
414,6.029449474617054,5.964017120818217,6.096910013008056
450,5.026787924697438,5.329760041249491,5.0
889,7.353272707217914,7.559368637544871,7.356547323513812
128,3.0283011489395757,2.7586917536108135,3.0
1820,8.483123806821345,8.482153473358478,7.97061622231479
554,5.0947529177320865,5.285707720272027,4.120330794367947
944,9.080406299985176,8.861120030757231,9.522878745280336
298,6.463175759947091,6.465797736374628,7.221848749616356
231,5.3932499045836195,5.396109593586021,4.795880017344075
1146,9.081226823989791,8.83687687361948,9.0
1027,8.818242189030387,8.859802579926763,8.744727494896694
861,5.273149051841403,5.620638883869964,5.0
1425,9.039455072901253,9.208094217824673,9.0
307,5.176269953813447,5.465917877584625,6.7447274948966935
1078,8.938575963593463,8.777133051091331,8.886056647693163
210,5.316374648230932,5.93432370258814,5.823908740944319
344,7.349372303234821,6.848120931584882,7.075720713938118
1336,8.878481348845824,8.473212476003788,8.853871964321762
1100,8.874949869270894,9.00986155512577,9.0
914,8.61929649935674,8.148852704200387,9.522878745280336
1208,8.361114158953377,8.492038659895982,8.468521082957745
433,6.380942298036961,5.512627860176757,5.853871964321762
69,3.1359724267767675,2.8321263452072656,3.0
1125,8.581621027980647,8.702331641535507,8.698970004336019
931,6.1411129547969106,6.676086359931111,7.096910013008056
1177,8.21368620376788,8.147211206543737,7.962573502059376
1812,8.688679565899015,8.557541311756216,9.0
973,8.694707763892426,8.859352337133437,9.0
233,6.458633168514603,6.714686606126212,6.920818753952375
275,6.203141671005721,5.801398876473817,5.698970004336019
1641,8.017125331537594,7.903806880350032,9.0
2032,5.758076979350409,5.722172946065453,5.671620396561262
99,5.482166981324853,6.446437147644605,5.301029995663981
1489,7.524998438908426,7.662061367540289,7.823908740944319
630,6.27526269160729,6.762284657839464,4.070000019492821
743,3.1370540666044864,3.7357490517952776,3.6989700043360174
1113,8.65029413593146,8.674297846953458,8.318758762624412
247,5.689650172778929,6.886677226017172,6.443697499232712
316,5.5346520195173845,5.841162552498376,6.0
692,5.761861070700576,6.422422305383512,5.769551078621726
1384,9.045616033405775,9.040158399643046,9.0
1858,5.001272411804728,5.167547802760044,4.632644078973981
1285,8.840866334975823,8.547028276867671,8.568636235841012
1966,4.359310415724041,5.074446578355237,4.499999953328896
1776,8.581151267961031,8.488171639810858,8.292429823902063
1976,7.3594415505511455,5.4844617315251485,4.0
535,3.996453056167301,6.408027501174719,4.920818753952375
220,5.531086522260467,6.20514734250997,7.0
965,8.974850532871564,8.982655699582997,9.0
979,8.885721330892027,8.962044246467887,9.0
1053,8.543917650044603,8.711804320355677,8.346787486224656
941,9.77794314936807,9.613100167715002,9.522878745280336
1453,7.862819443521608,7.918365710815356,8.096910013008056
1890,5.259444041896783,5.268464199680626,6.1938200260161125
1486,7.467455598589842,7.339799376804311,7.568636235841013
832,4.845582186423774,4.764403378139026,4.552841968657781
1917,5.707533907306728,5.192043156120154,6.091514981121351
1908,5.21965899446795,6.810223095345257,5.490797477668897
1364,8.93866728026133,8.982537061470051,9.0
1875,6.515014308126624,5.454643913503749,5.173925197299174
678,5.453058946403632,5.353793866660372,5.214670164989233
1639,8.250249852705004,8.3930767098766,9.0
306,5.960631606803479,5.810357633653148,3.0
367,6.287861709875959,6.068645988891838,6.698970004336019
782,6.871150929229248,6.653875629960412,6.568636235841013
1988,6.667101819587507,6.716417722260953,7.468521082957745
1447,7.738295751656221,7.850275476091193,8.045757490560675
1040,9.060083914815785,9.072864453913864,9.0
988,9.021063698625797,8.828508617175515,9.0
670,4.8001292785045715,5.147052080382892,5.0
1998,6.7931460337496805,6.868320618191072,7.161150909262744
411,4.74888811924511,5.355102574822028,5.173925197299174
962,8.793032866542342,9.036130418214672,9.0
771,6.65261567819126,7.166779418180395,7.397940008672037
680,5.248553702878539,5.421052009657571,5.229147988357856
1874,5.981729835613361,5.880254228975393,4.348721986001856
1353,8.880420342362868,9.019230146612884,9.0
1770,8.250926575936061,8.129606672724023,8.136677139879543
1784,7.518721587275754,7.425497673088777,7.145086977692144
495,2.4785411426174346,2.503396476561906,2.0
1173,6.896830845927212,6.7413751966909485,7.47755576649368
1546,8.630213863998563,8.362791644453338,8.886056647693163
993,9.005688722671776,9.016378386948604,9.0
115,5.16686764025506,5.712940535538186,6.97061622231479
1621,8.519628248752866,8.441860286046625,9.0
2038,5.7131887760376925,6.094443116699406,5.511449283499556
1905,5.719775113399388,6.916589462061571,6.853871964321762
1249,7.112076838044933,6.80332059448363,6.696803942579511
1703,8.520306061389281,8.507854181867348,8.468521082957745
997,9.112931383373905,8.94509634934854,8.744727494896694
1161,8.83385188304828,8.66523237550105,9.0
1301,7.601352296459502,7.470574595230978,7.43533393574791
1950,5.386597900495761,5.800084865412796,6.443697499232712
480,7.553432469210125,7.2252205565732,8.455931955649724
351,7.3481083128939355,6.720838479826607,7.229147988357855
808,6.467199183066137,5.511323016939082,5.107905397309519
420,4.583327753684217,4.800603612784826,4.446116973356125
1286,8.671676160502283,8.270135298993777,9.0
759,6.792073631707956,7.0142165838114225,6.91721462968355
679,6.124430128410989,5.948386125105773,4.958607314841775
120,5.36859324321344,5.69751164824795,5.045757490560675
1376,9.01027915221331,8.927530409667034,9.0
579,4.441001168124444,4.257272239872634,4.0
1767,8.384983260484823,8.464325310178433,8.42021640338319
1857,4.913107697011316,4.9538017849466325,5.200659450546418
786,7.064682427473201,6.859661469947162,6.6777807052660805
251,5.998476297944268,5.464203098879549,5.3979400086720375
135,4.734431356890638,5.941811316226974,7.236572006437063
342,5.119351592602013,4.765532054674653,10.0
1176,8.376639274477728,8.300821175998855,7.769551078621726
1626,9.118566379726015,9.004968314264374,9.0
838,3.7742255484353753,4.068807014530356,4.0
1216,8.525676393639786,8.524748884672762,8.769551078621726
752,6.686817869133287,6.907713001401342,5.0
