,ECFP6_2048,mol2vec,pIC50
3050,8.783378660644374,8.88592333470219,9.431798275933003
2678,8.069418562003587,7.631125463220723,7.696803942579511
2958,8.044356433867636,8.481157423499573,8.229884705212898
3113,5.983110299127628,6.639729712278546,5.393511149557352
139,6.066451132719121,5.905366968368383,5.221848749616356
3072,5.056812297386668,5.599622655245264,5.0
2542,8.209457213660517,8.256967109576086,8.443697499232712
2381,8.859435927885,8.683566843925362,8.744727494896694
2963,8.05057413235706,8.567839451238498,8.229884705212898
1414,8.99826048679589,8.685593543142689,9.110026361596004
1391,8.55058017668089,8.626850786547026,8.609948503541013
1582,8.074558735586294,8.42776028069879,7.730020323354676
610,6.972269011690661,7.625025295266255,8.154901959985743
463,5.143698070901143,5.3826158108308375,6.698970004336019
192,6.372130189482459,4.9852436149698045,7.318758762624412
1684,7.598332893964068,7.387674281544518,7.110026361596004
3010,6.649695653819922,6.7295953038781935,8.09151498112135
567,7.154440163343115,7.187789627001769,7.552841968657781
2582,4.9787207468179515,4.978636131343054,5.0
2054,8.367042118916721,8.64281445887186,9.154901959985745
1431,8.449459699488045,8.351816847320674,8.669992299127241
2016,8.24595057087645,8.349721647691242,8.3767507096021
1426,8.746207299901583,8.50208850466426,8.250031916490597
1766,7.901193100078105,8.123234483341031,7.439973751087107
1450,8.218038037173615,8.157824227484975,8.250031916490597
1360,8.562217618857096,8.578398366197604,8.840132152907433
764,5.937102339811587,5.0980121445806175,5.6777807052660805
1565,8.165564249655121,8.264849897832166,8.110026361596004
2985,5.453403767493086,6.097473188392211,6.037157318798758
1373,8.78066258650711,8.651075810835767,8.910094888560602
839,7.4264064892414545,7.389646475505237,7.100015437450609
718,5.575060896199499,5.023049711678647,5.0
17,6.1598521949040705,6.186810523036461,6.568636235841013
416,6.015510776718801,6.462671179958501,6.050609993355087
214,6.786153344167785,6.758027817795982,7.113509274827518
2749,5.864536152536822,6.002451688744713,5.823908740944319
203,6.456583816656875,5.917021524154681,7.1249387366083
1006,5.457094247797412,4.6680526570528516,6.301029995663981
2804,6.635070002525206,5.783506460067971,4.958607314841775
1962,7.748349931699484,8.161002282981379,7.467245621007502
211,6.885776451393599,6.420149637468305,7.142667503568732
1351,7.8215691156638325,8.45262106845173,8.659952682338607
102,6.578443033181841,6.294585699642778,7.142667503568732
1090,6.9518455932363885,8.324976323914916,9.0
1029,5.461237346334164,5.2147864471387875,5.0
1672,7.552461124455398,8.028074990379286,7.53003079050004
2846,6.633487053758878,6.836643809799982,6.211124884224583
289,6.29252353852158,6.228703803530562,6.552841968657781
134,5.097371640390444,5.293831400305962,5.7447274948966935
596,6.517552978500103,6.569892651927662,5.013228265733755
2868,5.826414934047075,6.5082911069762215,5.823619307756729
1742,7.72118129097911,7.823875719591183,7.090016305060156
439,4.7999066803818495,4.882705028089424,4.236572006437063
1543,8.18588520726563,8.476269017243174,8.330032630091496
1134,8.382493988903438,8.484199047423564,8.823908740944319
1359,6.4493580193589075,7.508969548875909,6.409994580348671
170,4.6997631237544075,4.3664730273436,4.301029995663981
1651,7.833986172239376,7.547447978997827,7.430041181903406
178,4.3706287118149065,4.791479663272559,4.301029995663981
291,6.235005319416161,5.98150246494275,5.920818753952375
507,5.812564243438869,5.942284022850472,4.301029995663981
3055,6.417085482401844,5.788551986555182,5.329754146925876
354,4.3542203958904935,4.368424134479801,4.301029995663981
736,6.81749045144778,6.118400625202277,5.860120913598763
486,7.359771646066396,6.92273373205494,7.060480747381382
1283,8.540424637414988,8.352882230958585,8.849857838151442
2494,5.023160473751591,4.18352059785513,4.920818753952375
194,7.080764404409727,7.239876814676807,7.130768280269024
2926,5.271839388767807,5.503487973223777,5.0
594,5.752261463301365,6.337084773307484,4.301029995663981
2624,8.627359678244014,7.866786943609896,8.769551078621726
2411,6.993955141022457,7.374019895192155,7.598599459218456
