,ECFP6_2048,mol2vec,pIC50
305,4.1826285337831575,4.212151552655247,4.1249387366083
1283,8.506535293204404,8.595196436344386,9.0
368,5.111919229664422,5.044489337107612,5.096910013008056
479,7.452711914004342,6.856338887070485,8.050609993355087
1537,7.633087228985331,7.487260749074108,8.09151498112135
1674,8.35251943154804,8.678827531248942,8.221848749616356
519,2.2163044815463087,3.4353088730396073,2.9281179926938745
1982,4.444017585148209,5.372674123359326,3.87942606879415
1873,5.68776080000989,5.578143055860452,4.370590400897281
100,6.923445788542411,6.108046279081783,6.663540266151471
1261,7.588693838365658,7.5909060997266975,8.537602002101044
111,3.2375878218571317,3.3677300410159026,3.0
1822,8.907337415727321,8.669412981254682,8.886056647693163
70,6.140976983736511,6.456178650802197,6.159266765388193
1107,8.860429588125514,8.491803511791622,9.0
1007,8.998699568762243,8.903760553299989,9.0
530,2.4594141277473156,2.0540028261969443,3.309803919971486
982,8.910270517548598,8.766793324167068,9.0
361,5.235457282781983,5.203662727884808,5.1938200260161125
707,6.197854400055411,6.369481024547571,5.721246399047171
56,4.562811981551145,4.7185135227319766,4.3979400086720375
818,6.213095900494229,5.575291952808522,6.7447274948966935
1073,8.892257088433176,8.945165724777754,9.0
281,6.10836493167591,6.177755601207532,5.0
1259,7.0735445051635395,7.220259552620149,5.764471553092451
1473,7.516589966741459,7.655619246169397,7.568636235841013
1120,8.774683285181531,8.953262091726335,8.920818753952375
1316,8.152115510299973,8.145376843888487,8.142667503568731
618,6.759527355956175,6.029634931271058,6.958607314841775
1860,4.638997574999835,4.788269254435396,4.642065152999546
1566,8.770980343625059,8.355860257783231,8.2839966563652
211,6.4674583602626825,6.798214889764248,7.080921907623926
1298,8.637195362532083,8.209273984953704,8.337242168318426
1861,4.502697644646655,4.722636846360935,5.481486060122113
1652,7.349180117166482,6.466972831922106,8.657577319177793
1953,5.34414887891673,6.127250174234745,6.075720713938118
124,5.929062296702869,5.184020174633625,5.301029995663981
422,6.544832293912594,6.26525615036874,5.795880017344075
1587,8.434086510272468,8.73226138132411,8.327902142064282
1089,8.941958461305195,8.97061649131122,9.0
1144,8.808423219146231,8.755148797478352,9.0
561,4.284839396154025,4.949787708025459,4.522878745280337
865,5.2907568903841415,5.231176217782685,5.0
464,7.808131354555199,7.996974833277637,8.119186407719209
29,6.087123941773808,5.872203518878973,6.0
1972,4.368546013466777,4.856422538611347,5.899998417198648
471,6.209762197090297,5.65386271883647,6.886056647693163
