,ECFP6_2048,pubchem,pIC50
3050,8.78337866043961,8.43248871023593,9.431798275933003
2678,8.069418563993919,7.780828231198876,7.696803942579511
2958,8.044356437387789,8.348509453731383,8.229884705212898
3113,5.983110297178537,6.146801547534668,5.393511149557352
139,6.06645113207533,5.3819621886504265,5.221848749616356
3072,5.056812298823404,5.583887423331263,5.0
2542,8.209457216513046,8.735003808457625,8.443697499232712
2381,8.859435929443471,7.438153477052937,8.744727494896694
2963,8.050574137848978,7.947417878582456,8.229884705212898
1414,8.998260486014098,8.660824864824896,9.110026361596004
1391,8.550580177621962,8.670482319029372,8.609948503541013
1582,8.074558736576744,8.00062936186926,7.730020323354676
610,6.972269013036905,7.498178952737583,8.154901959985743
463,5.14369807467273,5.36064023116892,6.698970004336019
192,6.37213018332898,6.79091434544124,7.318758762624412
1684,7.598332893784874,7.992776010645951,7.110026361596004
3010,6.649695651243146,6.408349630299832,8.09151498112135
567,7.15444016359708,7.171751408228366,7.552841968657781
2582,4.978720746207229,5.162168430609699,5.0
2054,8.367042117839445,8.458664548099387,9.154901959985745
1431,8.449459700348761,8.208939982473455,8.669992299127241
2016,8.245950571531665,8.113482594888087,8.3767507096021
1426,8.746207299535147,8.185770804274478,8.250031916490597
1766,7.901193099911633,8.269001822889656,7.439973751087107
1450,8.21803803826858,8.208939982473455,8.250031916490597
1360,8.562217620532211,8.52477805301308,8.840132152907433
764,5.93710233827092,6.108538520290839,5.6777807052660805
1565,8.165564249496967,8.523866598935252,8.110026361596004
2985,5.453403770006205,6.148830923160518,6.037157318798758
1373,8.78066258648109,8.76345071763687,8.910094888560602
839,7.426406488675862,7.492948090148648,7.100015437450609
718,5.575060895502129,4.927948360774997,5.0
17,6.159852195769175,6.232661498394869,6.568636235841013
416,6.015510771890491,5.777865216952322,6.050609993355087
214,6.786153345500728,6.403287549110787,7.113509274827518
2749,5.864536152944835,5.8697439326643055,5.823908740944319
203,6.456583814366188,6.2667438920365965,7.1249387366083
1006,5.457094248109911,5.234284722901058,6.301029995663981
2804,6.6350700046890125,6.15287774528819,4.958607314841775
1962,7.748349931776995,8.011691433728032,7.467245621007502
211,6.885776445925224,6.828557126861152,7.142667503568732
1351,7.821569115751971,8.044119922952138,8.659952682338607
102,6.578443034097023,7.126974478887899,7.142667503568732
1090,6.951845592956913,7.54241952703559,9.0
1029,5.46123735057561,6.0853640605757215,5.0
1672,7.552461125292764,7.737002537049062,7.53003079050004
2846,6.633487058214427,6.690809208622851,6.211124884224583
289,6.292523538310663,6.630976238484951,6.552841968657781
134,5.097371641635313,5.1769283068081755,5.7447274948966935
596,6.517552975279076,5.931316018146651,5.013228265733755
